Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week,Division
Jackson State,Prairie View A&M,0,2,SWAC,SWAC,9,d1
James Madison,Texas State,0,0,Sun Belt,Sun Belt,9,d1
Lamar,Incarnate Word,0,1,Southland,Southland,9,d1
McNeese State,Northwestern State,0,2,Southland,Southland,9,d1
Mississippi Valley,Alabama A&M,3,2,SWAC,SWAC,9,d1
North Dakota,Oral Roberts,3,2,Summit,Summit,9,d1
Old Dominion,Appalachian State,0,1,Sun Belt,Sun Belt,9,d1
Oregon,Arizona State,0,2,Pac-12,Pac-12,9,d1
Oregon State,Arizona,0,0,Pac-12,Pac-12,9,d1
Southeastern Louisiana,Houston Christian,1,2,Southland,Southland,9,d1
Southern University,Texas Southern,1,1,SWAC,SWAC,9,d1
Tennessee,Georgia,2,1,SEC,SEC,9,d1
Texas A&M-Commerce,Texas A&M-Corpus Christi,1,2,Southland,Southland,9,d1
Vanderbilt,Missouri,1,0,SEC,SEC,9,d1
Weber State,Sacramento State,0,0,Big Sky,Big Sky,9,d1
Stanford,Washington,1,1,Pac-12,Pac-12,9,d1
USC,Colorado,1,1,Pac-12,Pac-12,9,d1
Syracuse,Pittsburgh,0,6,ACC,ACC,9,d1
Columbia,Brown,1,0,Ivy,Ivy,9,d1
Pacific,Santa Clara,1,5,WCC,WCC,9,d1
Boston College,Louisville,1,1,ACC,ACC,9,d1
Bucknell,Boston University,3,3,Patriot,Patriot,9,d1
Canisius,Mount St. Mary's,0,1,MAAC,MAAC,9,d1
Gardner-Webb,UNC Asheville,1,0,Big South,Big South,9,d1
Harvard,Princeton,1,1,Ivy,Ivy,9,d1
High Point,Charleston Southern,1,3,Big South,Big South,9,d1
Lafayette,Colgate,1,0,Patriot,Patriot,9,d1
Longwood,USC Upstate,2,0,Big South,Big South,9,d1
Loyola (MD),Holy Cross,0,3,Patriot,Patriot,9,d1
Manhattan,Niagara,2,1,MAAC,MAAC,9,d1
Marist,Fairfield,0,0,MAAC,MAAC,9,d1
Marshall,Georgia State,4,1,Sun Belt,Sun Belt,9,d1
Miami (FL),NC State,0,0,ACC,ACC,9,d1
Navy,Army,1,2,Patriot,Patriot,9,d1
Penn,Dartmouth,1,1,Ivy,Ivy,9,d1
Portland,San Diego,0,4,WCC,WCC,9,d1
Radford,Winthrop,2,0,Big South,Big South,9,d1
Saint Peter's,Iona University,2,3,MAAC,MAAC,9,d1
San Francisco,Loyola Marymount,1,1,WCC,WCC,9,d1
Siena College,Quinnipiac,2,3,MAAC,MAAC,9,d1
St. Mary's (CA),Gonzaga,0,1,WCC,WCC,9,d1
Troy,Coastal Carolina,2,2,Sun Belt,Sun Belt,9,d1
Utah Valley,Seattle,0,0,WAC,WAC,9,d1
Yale,Cornell,1,1,Ivy,Ivy,9,d1
Northwestern,Penn State,2,2,Big Ten,Big Ten,9,d1
Charlotte,Memphis,0,1,AAC,AAC,9,d1
Texas Tech,Oklahoma State,1,0,Big 12,Big 12,9,d1
Rhode Island,Saint Louis,5,0,A10,A10,9,d1
Rutgers,Michigan State,0,2,Big Ten,Big Ten,9,d1
Wisconsin,Ohio State,0,1,Big Ten,Big Ten,9,d1
Minnesota,Nebraska,2,0,Big Ten,Big Ten,9,d1
Indiana,Michigan,0,1,Big Ten,Big Ten,9,d1
Georgetown,Providence,1,1,Big East,Big East,9,d1
TCU,Baylor,1,0,Big 12,Big 12,9,d1
Kentucky,Mississippi State,0,2,SEC,SEC,9,d1
Alcorn State,Alabama A&M,2,1,SWAC,SWAC,9,d1
American,Lehigh,1,4,Patriot,Patriot,9,d1
Arkansas State,Louisiana-Monroe,2,2,Sun Belt,Sun Belt,9,d1
Austin Peay,Queens (N.C.),1,1,Atlantic Sun,Atlantic Sun,9,d1
Ball State,Ohio University,2,2,MAC,MAC,9,d1
Bellarmine,Stetson,3,2,Atlantic Sun,Atlantic Sun,9,d1
Binghamton,Vermont,0,2,Am East,Am East,9,d1
Boise State,Fresno State,2,1,Mountain West,Mountain West,9,d1
Buffalo,Bowling Green,0,0,MAC,MAC,9,d1
Butler,Connecticut,0,0,Big East,Big East,9,d1
Cal Poly,CSUN,0,4,Big West,Big West,9,d1
Cal State Fullerton,UC Davis,1,0,Big West,Big West,9,d1
California Baptist,UTRGV,0,4,WAC,WAC,9,d1
Central Connecticut,Le Moyne,2,2,Northeast,Northeast,9,d1
Central Michigan,Akron,0,0,MAC,MAC,9,d1
Cincinnati,UCF,0,1,Big 12,Big 12,9,d1
College of Charleston,William & Mary,1,1,CAA,CAA,9,d1
Colorado State,Air Force,1,0,Mountain West,Mountain West,9,d1
Dayton,Loyola-Chicago,0,2,A10,A10,9,d1
Detroit Mercy,Cleveland State,1,3,Horizon,Horizon,9,d1
Drake,Evansville,0,1,MVC,MVC,9,d1
Duquesne,La Salle,4,1,A10,A10,9,d1
East Carolina,Tulsa,2,2,AAC,AAC,9,d1
Eastern Illinois,Little Rock,2,4,OVC,OVC,9,d1
Eastern Kentucky,FGCU,1,1,Atlantic Sun,Atlantic Sun,9,d1
Eastern Michigan,Western Michigan,3,0,MAC,MAC,9,d1
Eastern Washington,Idaho,1,2,Big Sky,Big Sky,9,d1
Florida Atlantic,North Texas,1,1,AAC,AAC,9,d1
Florida International,Jacksonville State,3,2,C-USA,C-USA,9,d1
Fordham,Saint Joseph's,1,2,A10,A10,9,d1
Furman,Mercer,2,1,Southern,Southern,9,d1
George Mason,George Washington,2,1,A10,A10,9,d1
Grand Canyon,Stephen F. Austin,8,0,WAC,WAC,9,d1
Hampton University,Campbell,6,0,CAA,CAA,9,d1
Hofstra,Delaware,1,0,CAA,CAA,9,d1
Houston,Texas,6,1,Big 12,Big 12,9,d1
Howard,LIU,3,1,Northeast,Northeast,9,d1
Idaho State,Sacramento State,1,1,Big Sky,Big Sky,9,d1
Illinois,Purdue,1,2,Big Ten,Big Ten,9,d1
Indiana State,Illinois State,2,0,MVC,MVC,9,d1
Iowa,Maryland,5,0,Big Ten,Big Ten,9,d1
Jackson State,Texas Southern,1,2,SWAC,SWAC,9,d1
Jacksonville,North Alabama,0,1,Atlantic Sun,Atlantic Sun,9,d1
Kansas,West Virginia,1,0,Big 12,Big 12,9,d1
Kansas State,Iowa State,2,1,Big 12,Big 12,9,d1
Kent State,Northern Illinois,2,1,MAC,MAC,9,d1
Lamar,Texas A&M-Commerce,2,2,Southland,Southland,9,d1
Lipscomb,Kennesaw State,0,1,Atlantic Sun,Atlantic Sun,9,d1
Long Beach State,UC San Diego,1,2,Big West,Big West,9,d1
Louisiana Tech,Middle Tennessee,2,0,C-USA,C-USA,9,d1
Maine,Bryant,0,2,Am East,Am East,9,d1
McNeese State,Southeastern Louisiana,1,1,Southland,Southland,9,d1
Miami (OH),Toledo,1,2,MAC,MAC,9,d1
Mississippi Valley,Alabama State,3,4,SWAC,SWAC,9,d1
Missouri State,Northern Iowa,0,1,MVC,MVC,9,d1
Morehead State,Lindenwood,0,2,OVC,OVC,9,d1
Murray State,Southern Illinois,1,2,MVC,MVC,9,d1
Nevada,San Diego State,3,2,Mountain West,Mountain West,9,d1
New Hampshire,NJIT,0,1,Am East,Am East,9,d1
Nicholls,Houston Christian,0,2,Southland,Southland,9,d1
North Florida,Central Arkansas,1,2,Atlantic Sun,Atlantic Sun,9,d1
Northeastern,Towson,0,1,CAA,CAA,9,d1
Northern Colorado,Montana,3,0,Big Sky,Big Sky,9,d1
Northwestern State,Texas A&M-Corpus Christi,0,2,Southland,Southland,9,d1
Oakland,Wisconsin-Green Bay,0,0,Horizon,Horizon,9,d1
Omaha,UMKC,3,2,Summit,Summit,9,d1
Purdue Fort Wayne,Wright State,1,1,Horizon,Horizon,9,d1
Richmond,Davidson,0,0,A10,A10,9,d1
Robert Morris,Northern Kentucky,0,1,Horizon,Horizon,9,d1
SIUE,Western Illinois,4,2,OVC,OVC,9,d1
Sam Houston State,Western Kentucky,0,1,C-USA,C-USA,9,d1
Samford,East Tennessee State,1,1,Southern,Southern,9,d1
Seton Hall,DePaul,0,0,Big East,Big East,9,d1
South Alabama,Louisiana,0,5,Sun Belt,Sun Belt,9,d1
South Dakota,North Dakota State,2,1,Summit,Summit,9,d1
South Dakota State,St. Thomas (Minn.),0,3,Summit,Summit,9,d1
South Florida,SMU,0,1,AAC,AAC,9,d1
Southeast Missouri State,Tennessee Tech,1,0,OVC,OVC,9,d1
Southern Mississippi,Georgia Southern,1,2,Sun Belt,Sun Belt,9,d1
Southern University,Prairie View A&M,2,1,SWAC,SWAC,9,d1
Southern Utah,Tarleton State,0,1,WAC,WAC,9,d1
St. Bonaventure,VCU,0,1,A10,A10,9,d1
St. Francis (Pa.),Merrimack,1,1,Northeast,Northeast,9,d1
Stonehill,Delaware State,2,0,Northeast,Northeast,9,d1
Stony Brook,Elon,2,4,CAA,CAA,9,d1
Temple,UTSA,0,2,AAC,AAC,9,d1
UAB,Rice,1,2,AAC,AAC,9,d1
UC Irvine,UC Riverside,0,2,Big West,Big West,9,d1
UC Santa Barbara,CSU Bakersfield,0,1,Big West,Big West,9,d1
UMBC,Massachusetts-Lowell,3,3,Am East,Am East,9,d1
UNC Greensboro,UT Chattanooga,2,1,Southern,Southern,9,d1
UNC Wilmington,Monmouth,1,3,CAA,CAA,9,d1
UNLV,New Mexico,3,3,Mountain West,Mountain West,9,d1
UT Martin,Southern Indiana,1,1,OVC,OVC,9,d1
UTEP,Liberty,2,1,C-USA,C-USA,9,d1
Utah State,San Jose State,3,0,Mountain West,Mountain West,9,d1
Utah Tech,Abilene Christian,3,1,WAC,WAC,9,d1
Valparaiso,Belmont,0,2,MVC,MVC,9,d1
Villanova,Marquette,1,1,Big East,Big East,9,d1
Virginia,Virginia Tech,3,0,ACC,ACC,9,d1
Wagner,Sacred Heart,0,1,Northeast,Northeast,9,d1
Weber State,Portland State,0,0,Big Sky,Big Sky,9,d1
Western Carolina,VMI,4,0,Southern,Southern,9,d1
Wisconsin-Milwaukee,IUPUI,2,2,Horizon,Horizon,9,d1
Wofford,The Citadel,2,2,Southern,Southern,9,d1
Wyoming,Colorado College,5,0,Mountain West,Mountain West,9,d1
Xavier,St. John's,0,3,Big East,Big East,9,d1
