Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
East Texas Baptist,Grambling State,1,0,American Southwest,SWAC,2
Portland State,Pacific University,1,3,Big Sky,Northwest,2
