Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
Mississippi,Alabama,1,0,SEC,SEC,10
Mississippi State,Vanderbilt,0,0,SEC,SEC,10
Missouri,Tennessee,2,3,SEC,SEC,10
Missouri State,Southern Illinois,0,2,MVC,MVC,10
Monmouth,Hofstra,2,0,CAA,CAA,10
Montana,Sacramento State,2,0,Big Sky,Big Sky,10
Morehead State,Tennessee Tech,2,1,OVC,OVC,10
Murray State,Drake,2,1,MVC,MVC,10
NC State,Syracuse,0,2,ACC,ACC,10
New Mexico,Colorado State,2,3,Mountain West,Mountain West,10
North Dakota State,Denver,0,1,Summit,Summit,10
North Texas,Charlotte,2,1,AAC,AAC,10
Northeastern,Stony Brook,0,0,CAA,CAA,10
Northern Illinois,Ball State,0,1,MAC,MAC,10
Northwestern,Minnesota,3,0,Big Ten,Big Ten,10
Ohio State,Rutgers,1,0,Big Ten,Big Ten,10
Oral Roberts,South Dakota State,1,1,Summit,Summit,10
Rice,South Florida,1,1,AAC,AAC,10
Richmond,Rhode Island,1,0,A10,A10,10
SMU,East Carolina,0,1,AAC,AAC,10
San Diego State,Wyoming,1,5,Mountain West,Mountain West,10
San Jose State,Colorado College,2,1,Mountain West,Mountain West,10
Seattle,Southern Utah,4,0,WAC,WAC,10
Southern Indiana,Southeast Missouri State,0,0,OVC,OVC,10
St. Thomas (Minn.),North Dakota,0,0,Summit,Summit,10
Stonehill,Merrimack,5,0,Northeast,Northeast,10
Tarleton State,California Baptist,3,1,WAC,WAC,10
Texas State,Old Dominion,2,1,Sun Belt,Sun Belt,10
Tulsa,Temple,5,0,AAC,AAC,10
UC Davis,Cal Poly,0,1,Big West,Big West,10
UC San Diego,CSUN,5,3,Big West,Big West,10
UMKC,South Dakota,2,0,Summit,Summit,10
UT Martin,SIUE,0,0,OVC,OVC,10
UTSA,Florida Atlantic,0,0,AAC,AAC,10
Utah State,UNLV,2,0,Mountain West,Mountain West,10
Utah Valley,Utah Tech,0,7,WAC,WAC,10
VCU,Fordham,3,1,A10,A10,10
Valparaiso,Northern Iowa,0,2,MVC,MVC,10
Virginia,Miami (FL),0,1,ACC,ACC,10
Virginia Tech,Duke,1,0,ACC,ACC,10
Wagner,Fairleigh Dickinson,1,2,Northeast,Northeast,10
Wake Forest,Boston College,1,1,ACC,ACC,10
Washington,Utah,3,1,Pac-12,Pac-12,10
William & Mary,Towson,3,0,CAA,CAA,10
Alabama A&M,Prairie View A&M,0,2,SWAC,SWAC,10
Alabama State,Texas Southern,1,2,SWAC,SWAC,10
Arkansas Pine Bluff,Southern University,1,0,SWAC,SWAC,10
Eastern Washington,Northern Arizona,1,0,Big Sky,Big Sky,10
Grambling State,Jackson State,2,1,SWAC,SWAC,10
Hawaii,UC Santa Barbara,0,1,Big West,Big West,10
Holy Cross,Navy,0,3,Patriot,Patriot,10
Idaho,Northern Colorado,4,1,Big Sky,Big Sky,10
Incarnate Word,McNeese State,2,0,Southland,Southland,10
Texas A&M-Commerce,Nicholls,3,0,Southland,Southland,10
Texas A&M-Corpus Christi,Lamar,1,0,Southland,Southland,10
Cornell,Brown,1,2,Ivy,Ivy,10
Santa Clara,Loyola Marymount,2,0,WCC,WCC,10
Army,Colgate,0,2,Patriot,Patriot,10
Bellarmine,Eastern Kentucky,1,0,Atlantic Sun,Atlantic Sun,10
Boston University,American,0,4,Patriot,Patriot,10
Bucknell,Lafayette,0,2,Patriot,Patriot,10
Central Arkansas,North Alabama,0,0,Atlantic Sun,Atlantic Sun,10
Charleston Southern,UNC Asheville,1,0,Big South,Big South,10
Cleveland State,Wright State,1,3,Horizon,Horizon,10
Columbia,Yale,4,0,Ivy,Ivy,10
Dartmouth,Princeton,0,2,Ivy,Ivy,10
Harvard,Penn,0,1,Ivy,Ivy,10
Iona University,Fairfield,6,1,MAAC,MAAC,10
Jacksonville,North Florida,0,1,Atlantic Sun,Atlantic Sun,10
Lehigh,Loyola (MD),1,0,Patriot,Patriot,10
Liberty,Western Kentucky,0,1,C-USA,C-USA,10
Lipscomb,Austin Peay,0,4,Atlantic Sun,Atlantic Sun,10
Marist,Canisius,0,0,MAAC,MAAC,10
Mount St. Mary's,Siena College,2,0,MAAC,MAAC,10
Niagara,Rider,4,0,MAAC,MAAC,10
Northern Kentucky,Detroit Mercy,3,1,Horizon,Horizon,10
Oakland,Wisconsin-Milwaukee,0,0,Horizon,Horizon,10
Queens (N.C.),Kennesaw State,3,1,Atlantic Sun,Atlantic Sun,10
Quinnipiac,Saint Peter's,8,0,MAAC,MAAC,10
Radford,Gardner-Webb,0,1,Big South,Big South,10
Robert Morris,IUPUI,1,0,Horizon,Horizon,10
San Francisco,San Diego,0,3,WCC,WCC,10
St. Mary's (CA),Pacific,2,0,WCC,WCC,10
Stetson,FGCU,0,2,Atlantic Sun,Atlantic Sun,10
USC Upstate,Presbyterian,4,0,Big South,Big South,10
Winthrop,Longwood,1,2,Big South,Big South,10
Wisconsin-Green Bay,Youngstown State,0,2,Horizon,Horizon,10
Duke,Florida State,0,4,ACC,ACC,10
Arizona State,UCLA,1,0,Pac-12,Pac-12,10
Memphis,Temple,4,0,AAC,AAC,10
Stanford,Oregon,0,2,Pac-12,Pac-12,10
Arizona,USC,1,1,Pac-12,Pac-12,10
North Carolina,Syracuse,1,6,ACC,ACC,10
Penn State,Wisconsin,1,0,Big Ten,Big Ten,10
Clemson,Pittsburgh,0,1,ACC,ACC,10
NC State,Notre Dame,0,1,ACC,ACC,10
Arkansas,Mississippi,5,1,SEC,SEC,10
Saint Joseph's,Saint Louis,3,0,A10,A10,10
Illinois,Nebraska,4,2,Big Ten,Big Ten,10
Washington,Colorado,1,1,Pac-12,Pac-12,10
Maryland,Indiana,0,2,Big Ten,Big Ten,10
Michigan State,Iowa,0,3,Big Ten,Big Ten,10
South Carolina,Georgia,0,4,SEC,SEC,10
Creighton,Xavier,1,0,Big East,Big East,10
South Alabama,Texas State,4,0,Sun Belt,Sun Belt,10
Abilene Christian,California Baptist,0,3,WAC,WAC,10
Akron,Miami (OH),0,2,MAC,MAC,10
Alabama,Mississippi State,0,2,SEC,SEC,10
Alabama A&M,Texas Southern,2,6,SWAC,SWAC,10
Alabama State,Prairie View A&M,1,1,SWAC,SWAC,10
Arkansas Pine Bluff,Jackson State,1,0,SWAC,SWAC,10
Arkansas State,Appalachian State,1,2,Sun Belt,Sun Belt,10
Auburn,LSU,0,3,SEC,SEC,10
Ball State,Bowling Green,2,1,MAC,MAC,10
Belmont,Drake,3,2,MVC,MVC,10
Binghamton,Maine,2,2,Am East,Am East,10
CSUN,UC Irvine,0,0,Big West,Big West,10
Cal State Fullerton,Long Beach State,3,0,Big West,Big West,10
California,Oregon State,0,3,Pac-12,Pac-12,10
Central Michigan,Northern Illinois,1,0,MAC,MAC,10
Colorado State,San Diego State,3,2,Mountain West,Mountain West,10
Davidson,La Salle,2,0,A10,A10,10
DePaul,Villanova,0,1,Big East,Big East,10
Delaware,UNC Wilmington,0,0,CAA,CAA,10
Delaware State,LIU,2,0,Northeast,Northeast,10
Drexel,Hampton University,1,8,CAA,CAA,10
Duquesne,Richmond,3,0,A10,A10,10
East Tennessee State,Western Carolina,1,2,Southern,Southern,10
Eastern Illinois,Southern Indiana,1,2,OVC,OVC,10
Eastern Washington,Northern Colorado,4,0,Big Sky,Big Sky,10
Elon,College of Charleston,3,0,CAA,CAA,10
Evansville,Missouri State,0,3,MVC,MVC,10
Florida International,Louisiana Tech,1,2,C-USA,C-USA,10
Fordham,Massachusetts,2,0,A10,A10,10
Fresno State,Colorado College,5,0,Mountain West,Mountain West,10
Georgetown,Butler,2,4,Big East,Big East,10
Grambling State,Southern University,1,1,SWAC,SWAC,10
Hawaii,Cal Poly,1,2,Big West,Big West,10
Idaho,Northern Arizona,1,0,Big Sky,Big Sky,10
Indiana State,Murray State,1,1,MVC,MVC,10
James Madison,Georgia Southern,1,2,Sun Belt,Sun Belt,10
Kentucky,Missouri,1,0,SEC,SEC,10
Le Moyne,Fairleigh Dickinson,2,1,Northeast,Northeast,10
Loyola-Chicago,VCU,2,2,A10,A10,10
Marquette,St. John's,3,0,Big East,Big East,10
Marshall,Coastal Carolina,1,0,Sun Belt,Sun Belt,10
Massachusetts-Lowell,Albany,2,1,Am East,Am East,10
Merrimack,Howard,3,2,Northeast,Northeast,10
Middle Tennessee,Jacksonville State,3,0,C-USA,C-USA,10
Monmouth,Campbell,3,0,CAA,CAA,10
Montana,Portland State,1,0,Big Sky,Big Sky,10
New Hampshire,UMBC,0,0,Am East,Am East,10
New Mexico,Wyoming,2,2,Mountain West,Mountain West,10
New Mexico State,Sam Houston State,0,0,C-USA,C-USA,10
North Dakota,Denver,3,3,Summit,Summit,10
North Texas,East Carolina,2,2,AAC,AAC,10
Northern Iowa,Illinois State,8,1,MVC,MVC,10
Northwestern State,Houston Christian,1,2,Southland,Southland,10
Ohio State,Michigan,4,1,Big Ten,Big Ten,10
Ohio University,Eastern Michigan,1,0,MAC,MAC,10
Old Dominion,Georgia State,0,0,Sun Belt,Sun Belt,10
Oral Roberts,South Dakota,1,5,Summit,Summit,10
Pepperdine,Portland,1,3,WCC,WCC,10
Providence,Connecticut,2,1,Big East,Big East,10
Purdue,Minnesota,3,1,Big Ten,Big Ten,10
Rhode Island,Dayton,1,0,A10,A10,10
Rice,Florida Atlantic,0,1,AAC,AAC,10
Rutgers,Northwestern,1,2,Big Ten,Big Ten,10
SIUE,Morehead State,2,0,OVC,OVC,10
SMU,Charlotte,1,0,AAC,AAC,10
Samford,UT Chattanooga,0,2,Southern,Southern,10
San Jose State,Air Force,2,1,Mountain West,Mountain West,10
Seattle,Utah Tech,0,4,WAC,WAC,10
Southeast Missouri State,UT Martin,0,0,OVC,OVC,10
Southeastern Louisiana,Nicholls,0,2,Southland,Southland,10
Southern Mississippi,Louisiana-Monroe,2,2,Sun Belt,Sun Belt,10
St. Bonaventure,George Washington,3,2,A10,A10,10
St. Francis (Pa.),Sacred Heart,3,2,Northeast,Northeast,10
St. Thomas (Minn.),Omaha,4,0,Summit,Summit,10
Stonehill,Central Connecticut,1,1,Northeast,Northeast,10
Tarleton State,Grand Canyon,3,1,WAC,WAC,10
Tennessee,Texas A&M,4,3,SEC,SEC,10
Tennessee Tech,Little Rock,1,2,OVC,OVC,10
Texas A&M-Commerce,Incarnate Word,1,1,Southland,Southland,10
Texas A&M-Corpus Christi,McNeese State,2,0,Southland,Southland,10
The Citadel,Mercer,2,0,Southern,Southern,10
Toledo,Kent State,1,4,MAC,MAC,10
Towson,Hofstra,0,2,CAA,CAA,10
Troy,Louisiana,1,0,Sun Belt,Sun Belt,10
Tulsa,UAB,4,2,AAC,AAC,10
UC Davis,UC Santa Barbara,0,1,Big West,Big West,10
UC San Diego,UC Riverside,0,0,Big West,Big West,10
UIC,Valparaiso,1,0,MVC,MVC,10
UMKC,South Dakota State,0,0,Summit,Summit,10
UNC Greensboro,VMI,5,1,Southern,Southern,10
UNLV,Boise State,0,1,Mountain West,Mountain West,10
UTRGV,Stephen F. Austin,1,1,WAC,WAC,10
UTSA,South Florida,1,0,AAC,AAC,10
Utah State,Nevada,1,2,Mountain West,Mountain West,10
Vanderbilt,Florida,3,3,SEC,SEC,10
Vermont,NJIT,2,3,Am East,Am East,10
Virginia,Boston College,1,1,ACC,ACC,10
Virginia Tech,Miami (FL),0,3,ACC,ACC,10
Wake Forest,Louisville,0,1,ACC,ACC,10
Washington State,Utah,1,1,Pac-12,Pac-12,10
Weber State,Idaho State,0,3,Big Sky,Big Sky,10
Western Illinois,Lindenwood,1,2,OVC,OVC,10
Western Michigan,Buffalo,1,4,MAC,MAC,10
William & Mary,Northeastern,2,1,CAA,CAA,10
Wofford,Furman,1,1,Southern,Southern,10
