Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week,Division
Fairleigh Dickinson,Delaware State,3,0,Northeast,Northeast,11,d1
Fresno State,San Jose State,3,0,Mountain West,Mountain West,11,d1
Georgia,Auburn,0,0,SEC,SEC,11,d1
Georgia State,Appalachian State,0,1,Sun Belt,Sun Belt,11,d1
Howard,St. Francis (Pa.),3,0,Northeast,Northeast,11,d1
James Madison,Coastal Carolina,1,0,Sun Belt,Sun Belt,11,d1
Kennesaw State,Austin Peay,1,1,Atlantic Sun,Atlantic Sun,11,d1
LIU,Merrimack,2,4,Northeast,Northeast,11,d1
LSU,Texas A&M,0,0,SEC,SEC,11,d1
Long Beach State,Hawaii,4,2,Big West,Big West,11,d1
Louisiana,Marshall,1,0,Sun Belt,Sun Belt,11,d1
Louisiana-Monroe,Old Dominion,1,1,Sun Belt,Sun Belt,11,d1
Louisville,Duke,1,0,ACC,ACC,11,d1
Miami (FL),Wake Forest,0,2,ACC,ACC,11,d1
Mississippi,Kentucky,0,1,SEC,SEC,11,d1
Missouri,Alabama,1,2,SEC,SEC,11,d1
NJIT,Binghamton,0,2,Am East,Am East,11,d1
Nevada,UNLV,0,1,Mountain West,Mountain West,11,d1
North Texas,SMU,1,3,AAC,AAC,11,d1
Northeastern,William & Mary,1,1,CAA,CAA,11,d1
Ohio University,Akron,3,0,MAC,MAC,11,d1
Oregon,Washington,0,1,Pac-12,Pac-12,11,d1
Oregon State,Washington State,2,2,Pac-12,Pac-12,11,d1
Rice,UTSA,0,2,AAC,AAC,11,d1
Sacred Heart,Le Moyne,2,0,Northeast,Northeast,11,d1
San Diego State,New Mexico,2,0,Mountain West,Mountain West,11,d1
Seton Hall,Connecticut,0,2,Big East,Big East,11,d1
South Florida,Florida Atlantic,2,1,AAC,AAC,11,d1
St. John's,DePaul,1,0,Big East,Big East,11,d1
Stony Brook,Monmouth,0,3,CAA,CAA,11,d1
Syracuse,Virginia,0,4,ACC,ACC,11,d1
Texas State,Southern Mississippi,3,3,Sun Belt,Sun Belt,11,d1
UAB,Temple,4,0,AAC,AAC,11,d1
UC Irvine,UC Davis,0,1,Big West,Big West,11,d1
Valparaiso,Belmont,1,0,MVC,MVC,11,d1
Vanderbilt,Tennessee,0,1,SEC,SEC,11,d1
Villanova,Providence,0,1,Big East,Big East,11,d1
Western Michigan,Toledo,3,1,MAC,MAC,11,d1
Wyoming,Colorado State,0,1,Mountain West,Mountain West,11,d1
Saint Louis,VCU,2,0,A10,A10,11,d1
Alabama A&M,Alabama State,1,0,SWAC,SWAC,11,d1
Dayton,Saint Joseph's,1,0,A10,A10,11,d1
East Tennessee State,Mercer,1,0,Southern,Southern,11,d1
Eastern Illinois,Southeast Missouri State,0,1,OVC,OVC,11,d1
Grambling State,Arkansas Pine Bluff,3,0,SWAC,SWAC,11,d1
Houston Christian,Incarnate Word,2,0,Southland,Southland,11,d1
Jackson State,Southern University,1,0,SWAC,SWAC,11,d1
La Salle,Rhode Island,2,0,A10,A10,11,d1
Lamar,Southeastern Louisiana,4,1,Southland,Southland,11,d1
Maine,New Hampshire,0,0,Am East,Am East,11,d1
Massachusetts,Duquesne,1,2,A10,A10,11,d1
McNeese State,Texas A&M-Commerce,0,1,Southland,Southland,11,d1
Middle Tennessee,Florida International,2,0,C-USA,C-USA,11,d1
Mississippi Valley,Alcorn State,0,0,SWAC,SWAC,11,d1
Nicholls,Northwestern State,2,2,Southland,Southland,11,d1
Oral Roberts,UMKC,2,1,Summit,Summit,11,d1
Prairie View A&M,Texas Southern,0,1,SWAC,SWAC,11,d1
Samford,UT Chattanooga,3,2,Southern,Southern,11,d1
San Diego,Pepperdine,0,7,WCC,WCC,11,d1
South Dakota,Omaha,0,2,Summit,Summit,11,d1
UNC Greensboro,Furman,2,2,Southern,Southern,11,d1
UT Martin,Little Rock,0,1,OVC,OVC,11,d1
Western Carolina,Wofford,5,0,Southern,Southern,11,d1
Western Kentucky,New Mexico State,0,1,C-USA,C-USA,11,d1
Brown,Dartmouth,2,0,Ivy,Ivy,11,d1
Yale,Harvard,2,5,Ivy,Ivy,11,d1
Cincinnati,Baylor,3,2,Big 12,Big 12,11,d1
Loyola Marymount,Pacific,1,2,WCC,WCC,11,d1
Oklahoma State,Oklahoma,0,1,Big 12,Big 12,11,d1
Penn,Cornell,2,1,Ivy,Ivy,11,d1
Portland,San Francisco,4,1,WCC,WCC,11,d1
Princeton,Columbia,0,1,Ivy,Ivy,11,d1
Sam Houston State,UTEP,0,0,C-USA,C-USA,11,d1
South Carolina State,South Carolina-Aiken,2,2,Indep.,Peach Belt,11,d1
UCLA,Stanford,1,1,Pac-12,Pac-12,11,d1
Clemson,Wake Forest,1,0,ACC,ACC,11,d1
North Carolina,Pittsburgh,1,2,ACC,ACC,11,d1
Penn State,Indiana,3,0,Big Ten,Big Ten,11,d1
USC,California,2,0,Pac-12,Pac-12,11,d1
Nebraska,Ohio State,3,2,Big Ten,Big Ten,11,d1
Michigan State,Iowa,1,2,Big Ten,Big Ten,11,d1
Wisconsin,Rutgers,0,0,Big Ten,Big Ten,11,d1
Colorado,Arizona State,4,0,Pac-12,Pac-12,11,d1
Gonzaga,Santa Clara,1,0,WCC,WCC,11,d1
Auburn,Tennessee,2,1,SEC,SEC,11,d1
Ball State,Ohio University,0,2,MAC,MAC,11,d1
Boise State,Nevada,2,0,Mountain West,Mountain West,11,d1
Boston University,Lehigh,2,2,Patriot,Patriot,11,d1
Cal Poly,Hawaii,2,1,Big West,Big West,11,d1
Canisius,Rider,0,1,MAAC,MAAC,11,d1
Connecticut,Butler,3,2,Big East,Big East,11,d1
Denver,Omaha,2,2,Summit,Summit,11,d1
East Tennessee State,Samford,0,2,Southern,Southern,11,d1
FGCU,Austin Peay,3,2,Atlantic Sun,Atlantic Sun,11,d1
Fairleigh Dickinson,Wagner,0,3,Northeast,Northeast,11,d1
Fresno State,Colorado State,0,2,Mountain West,Mountain West,11,d1
Hofstra,Monmouth,1,2,CAA,CAA,11,d1
Howard,Sacred Heart,1,0,Northeast,Northeast,11,d1
Kentucky,LSU,0,0,SEC,SEC,11,d1
Long Beach State,UC Irvine,0,0,Big West,Big West,11,d1
Louisiana Tech,Liberty,1,4,C-USA,C-USA,11,d1
Loyola (MD),Colgate,0,2,Patriot,Patriot,11,d1
Mount St. Mary's,Niagara,0,0,MAAC,MAAC,11,d1
North Alabama,Queens (N.C.),1,0,Atlantic Sun,Atlantic Sun,11,d1
Northern Illinois,Kent State,0,3,MAC,MAC,11,d1
Northern Iowa,Valparaiso,0,1,MVC,MVC,11,d1
Northern Kentucky,Detroit Mercy,1,0,Horizon,Horizon,11,d1
Oregon,Washington State,2,2,Pac-12,Pac-12,11,d1
Oregon State,Washington,0,0,Pac-12,Pac-12,11,d1
Providence,St. John's,3,1,Big East,Big East,11,d1
Robert Morris,Wright State,4,1,Horizon,Horizon,11,d1
SIUE,Southeast Missouri State,1,1,OVC,OVC,11,d1
South Dakota State,Oral Roberts,5,2,Summit,Summit,11,d1
Southern Indiana,Little Rock,1,3,OVC,OVC,11,d1
Southern Utah,Seattle,1,2,WAC,WAC,11,d1
Towson,William & Mary,1,0,CAA,CAA,11,d1
UIC,Murray State,0,0,MVC,MVC,11,d1
Utah,Arizona,0,1,Pac-12,Pac-12,11,d1
Utah Tech,Grand Canyon,0,3,WAC,WAC,11,d1
Western Carolina,Furman,1,0,Southern,Southern,11,d1
