Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference
East Carolina,Temple,4,0,AAC,AAC
Eastern Michigan,Northern Illinois,2,0,MAC,MAC
Elon,Delaware,1,0,CAA,CAA
FGCU,Austin Peay,0,2,Atlantic Sun,Atlantic Sun
Florida,Mississippi State,1,0,SEC,SEC
Fresno State,Colorado State,0,1,Mountain West,Mountain West
Furman,Samford,1,1,Southern,Southern
Georgia Southern,Louisiana,3,1,Sun Belt,Sun Belt
Hampton University,Hofstra,4,1,CAA,CAA
Indiana State,UIC,0,0,MVC,MVC
Iowa State,Baylor,2,4,Big 12,Big 12
James Madison,Louisiana-Monroe,1,1,Sun Belt,Sun Belt
Kansas State,Houston,1,0,Big 12,Big 12
Kennesaw State,Jacksonville,1,0,Atlantic Sun,Atlantic Sun
Le Moyne,Merrimack,2,6,Northeast,Northeast
Lindenwood,UT Martin,3,0,OVC,OVC
Long Beach State,Cal Poly,0,0,Big West,Big West
Marquette,Seton Hall,1,0,Big East,Big East
Marshall,Old Dominion,2,1,Sun Belt,Sun Belt
Miami (OH),Bowling Green,3,2,MAC,MAC
Mississippi,Missouri,2,1,SEC,SEC
Missouri State,Drake,0,0,MVC,MVC
Monmouth,Towson,0,0,CAA,CAA
Montana,Weber State,2,1,Big Sky,Big Sky
Murray State,Northern Iowa,1,4,MVC,MVC
New Mexico,Utah State,0,2,Mountain West,Mountain West
North Alabama,Eastern Kentucky,0,0,Atlantic Sun,Atlantic Sun
North Texas,Tulsa,2,2,AAC,AAC
Northeastern,College of Charleston,0,2,CAA,CAA
Oakland,Robert Morris,1,1,Horizon,Horizon
Ohio University,Toledo,0,1,MAC,MAC
Omaha,South Dakota,0,0,Summit,Summit
Oral Roberts,North Dakota State,0,1,Summit,Summit
Purdue Fort Wayne,Wisconsin-Milwaukee,5,0,Horizon,Horizon
Queens (N.C.),North Florida,0,0,Atlantic Sun,Atlantic Sun
SIUE,Tennessee Tech,0,0,OVC,OVC
SMU,UTSA,0,1,AAC,AAC
San Diego State,Boise State,0,1,Mountain West,Mountain West
San Jose State,Wyoming,1,0,Mountain West,Mountain West
South Alabama,Appalachian State,1,3,Sun Belt,Sun Belt
Southeast Missouri State,Little Rock,1,1,OVC,OVC
Southern Illinois,Belmont,1,0,MVC,MVC
Southern Mississippi,Georgia State,2,1,Sun Belt,Sun Belt
Stephen F. Austin,Utah Tech,0,3,WAC,WAC
Stetson,Lipscomb,0,1,Atlantic Sun,Atlantic Sun
Tarleton State,Utah Valley,3,0,WAC,WAC
Texas State,Coastal Carolina,4,0,Sun Belt,Sun Belt
The Citadel,East Tennessee State,1,0,Southern,Southern
UAB,South Florida,1,0,AAC,AAC
UC San Diego,UC Santa Barbara,2,1,Big West,Big West
UCF,Texas,1,3,Big 12,Big 12
UMKC,St. Thomas (Minn.),1,2,Summit,Summit
UNC Wilmington,Stony Brook,1,0,CAA,CAA
UTRGV,Southern Utah,2,1,WAC,WAC
Utah,California,1,1,Pac-12,Pac-12
VMI,Mercer,0,2,Southern,Southern
Valparaiso,Illinois State,1,1,MVC,MVC
Vanderbilt,Texas A&M,6,0,SEC,SEC
Villanova,Butler,1,1,Big East,Big East
Virginia Tech,NC State,4,1,ACC,ACC
Wagner,St. Francis (Pa.),1,3,Northeast,Northeast
West Virginia,Oklahoma,0,4,Big 12,Big 12
Western Carolina,UT Chattanooga,2,0,Southern,Southern
Western Illinois,Southern Indiana,0,1,OVC,OVC
Wisconsin-Green Bay,Northern Kentucky,1,4,Horizon,Horizon
Wofford,UNC Greensboro,2,1,Southern,Southern
Wright State,IUPUI,0,0,Horizon,Horizon
Alabama A&M,Southern University,1,2,SWAC,SWAC
Alabama State,Jackson State,3,2,SWAC,SWAC
Alcorn State,Arkansas Pine Bluff,0,1,SWAC,SWAC
Army,Loyola (MD),2,0,Patriot,Patriot
Bucknell,Navy,0,2,Patriot,Patriot
Incarnate Word,Nicholls,3,0,Southland,Southland
Lamar,Northwestern State,1,0,Southland,Southland
Mississippi Valley,Grambling State,3,1,SWAC,SWAC
Portland State,Idaho,1,2,Big Sky,Big Sky
Sacramento State,Eastern Washington,0,1,Big Sky,Big Sky
Texas A&M-Commerce,Houston Christian,4,3,Southland,Southland
Texas A&M-Corpus Christi,Southeastern Louisiana,1,0,Southland,Southland
Michigan,Michigan State,3,2,Big Ten,Big Ten
Brown,Penn,2,1,Ivy,Ivy
Boston University,Lafayette,2,4,Patriot,Patriot
Charleston Southern,Gardner-Webb,2,0,Big South,Big South
Colgate,American,2,0,Patriot,Patriot
Cornell,Harvard,3,1,Ivy,Ivy
Fairfield,Canisius,0,1,MAAC,MAAC
Florida International,Liberty,0,0,C-USA,C-USA
Gonzaga,San Francisco,3,0,WCC,WCC
Grand Canyon,California Baptist,1,1,WAC,WAC
Holy Cross,Lehigh,1,2,Patriot,Patriot
La Salle,George Mason,0,5,A10,A10
Longwood,High Point,1,1,Big South,Big South
Loyola Marymount,Portland,0,1,WCC,WCC
Marist,Mount St. Mary's,0,2,MAAC,MAAC
Maryland,Rutgers,0,1,Big Ten,Big Ten
Nebraska,Iowa,2,4,Big Ten,Big Ten
Pepperdine,St. Mary's (CA),0,3,WCC,WCC
Princeton,Yale,3,1,Ivy,Ivy
Quinnipiac,Iona University,2,0,MAAC,MAAC
Rider,Manhattan,1,2,MAAC,MAAC
Saint Joseph's,Duquesne,0,0,A10,A10
San Diego,Pacific,1,0,WCC,WCC
Siena College,Niagara,1,1,MAAC,MAAC
USC Upstate,Radford,3,1,Big South,Big South
UTEP,Western Kentucky,0,1,C-USA,C-USA
Florida State,Boston College,6,0,ACC,ACC
Duke,North Carolina,1,1,ACC,ACC
UCLA,Oregon,0,4,Pac-12,Pac-12
Utah,Stanford,0,1,Pac-12,Pac-12
Penn State,Ohio State,2,1,Big Ten,Big Ten
Auburn,Arkansas,1,2,SEC,SEC
Virginia Tech,Clemson,1,0,ACC,ACC
USC,Oregon State,4,0,Pac-12,Pac-12
Notre Dame,Miami (FL),2,7,ACC,ACC
Missouri,South Carolina,1,1,SEC,SEC
Texas Tech,TCU,0,1,Big 12,Big 12
Pittsburgh,Wake Forest,4,1,ACC,ACC
Colorado,California,0,0,Pac-12,Pac-12
Seton Hall,Georgetown,1,1,Big East,Big East
Texas A&M,Alabama,1,3,SEC,SEC
Saint Louis,Richmond,0,4,A10,A10
Kentucky,Vanderbilt,0,2,SEC,SEC
Abilene Christian,Utah Valley,3,1,WAC,WAC
Air Force,Nevada,0,1,Mountain West,Mountain West
Alabama A&M,Jackson State,1,2,SWAC,SWAC
Alabama State,Southern University,1,1,SWAC,SWAC
Alcorn State,Grambling State,1,0,SWAC,SWAC
Appalachian State,Marshall,5,1,Sun Belt,Sun Belt
Arizona,Washington,4,3,Pac-12,Pac-12
Arizona State,Washington State,5,1,Pac-12,Pac-12
Belmont,Northern Iowa,0,1,MVC,MVC
Bowling Green,Eastern Michigan,2,3,MAC,MAC
Bryant,Albany,2,0,Am East,Am East
Buffalo,Ball State,5,0,MAC,MAC
Butler,DePaul,2,1,Big East,Big East
CSUN,Long Beach State,3,1,Big West,Big West
Campbell,Delaware,1,1,CAA,CAA
Central Arkansas,Eastern Kentucky,2,1,Atlantic Sun,Atlantic Sun
Cincinnati,Oklahoma,0,0,Big 12,Big 12
Coastal Carolina,Georgia Southern,1,2,Sun Belt,Sun Belt
College of Charleston,Stony Brook,1,1,CAA,CAA
Colorado College,UNLV,1,2,Mountain West,Mountain West
Connecticut,Xavier,1,0,Big East,Big East
Dartmouth,Columbia,1,1,Ivy,Ivy
Davidson,Loyola-Chicago,1,0,A10,A10
Denver,South Dakota,1,3,Summit,Summit
Detroit Mercy,Purdue Fort Wayne,0,4,Horizon,Horizon
Drake,Valparaiso,2,1,MVC,MVC
East Tennessee State,Wofford,1,4,Southern,Southern
Elon,Drexel,1,1,CAA,CAA
Evansville,UIC,0,1,MVC,MVC
FGCU,Lipscomb,1,1,Atlantic Sun,Atlantic Sun
Fresno State,Wyoming,2,0,Mountain West,Mountain West
Georgia,Florida,0,0,SEC,SEC
Georgia State,Arkansas State,0,0,Sun Belt,Sun Belt
Houston Christian,Northwestern State,2,1,Southland,Southland
IUPUI,Wisconsin-Green Bay,1,0,Horizon,Horizon
Illinois State,Murray State,0,2,MVC,MVC
Incarnate Word,Southeastern Louisiana,1,0,Southland,Southland
Jacksonville State,New Mexico State,0,2,C-USA,C-USA
Kansas,Houston,0,2,Big 12,Big 12
Kennesaw State,North Florida,1,1,Atlantic Sun,Atlantic Sun
Kent State,Central Michigan,3,1,MAC,MAC
LIU,Fairleigh Dickinson,0,2,Northeast,Northeast
LSU,Tennessee,1,0,SEC,SEC
Little Rock,SIUE,1,1,OVC,OVC
Louisiana,Southern Mississippi,2,1,Sun Belt,Sun Belt
Louisiana-Monroe,Texas State,5,0,Sun Belt,Sun Belt
Louisville,Syracuse,2,1,ACC,ACC
Massachusetts,St. Bonaventure,0,0,A10,A10
Massachusetts-Lowell,Binghamton,2,0,Am East,Am East
McNeese State,Lamar,1,2,Southland,Southland
Mercer,Western Carolina,1,2,Southern,Southern
Merrimack,Delaware State,4,0,Northeast,Northeast
Middle Tennessee,Sam Houston State,3,2,C-USA,C-USA
Minnesota,Illinois,1,3,Big Ten,Big Ten
Mississippi State,Mississippi,0,1,SEC,SEC
Mississippi Valley,Arkansas Pine Bluff,1,3,SWAC,SWAC
Monmouth,Northeastern,1,0,CAA,CAA
Montana,Idaho State,0,1,Big Sky,Big Sky
Morehead State,Southeast Missouri State,0,1,OVC,OVC
NC State,Virginia,1,2,ACC,ACC
NJIT,Maine,2,0,Am East,Am East
New Mexico,Boise State,1,2,Mountain West,Mountain West
North Alabama,Bellarmine,2,1,Atlantic Sun,Atlantic Sun
North Dakota State,North Dakota,0,0,Summit,Summit
Northern Arizona,Northern Colorado,0,3,Big Sky,Big Sky
Northern Illinois,Miami (OH),0,1,MAC,MAC
Northern Kentucky,Cleveland State,1,0,Horizon,Horizon
Old Dominion,James Madison,0,0,Sun Belt,Sun Belt
Oral Roberts,St. Thomas (Minn.),0,1,Summit,Summit
Portland State,Eastern Washington,2,5,Big Sky,Big Sky
Purdue,Indiana,0,1,Big Ten,Big Ten
Queens (N.C.),Jacksonville,1,0,Atlantic Sun,Atlantic Sun
Rhode Island,Fordham,2,2,A10,A10
Sacramento State,Idaho,0,1,Big Sky,Big Sky
Sacred Heart,Howard,1,3,Northeast,Northeast
Samford,The Citadel,0,3,Southern,Southern
San Diego State,Utah State,1,2,Mountain West,Mountain West
San Jose State,Colorado State,4,4,Mountain West,Mountain West
South Carolina State,UNC Asheville,6,1,Indep.,Big South
Southern Illinois,Indiana State,0,0,MVC,MVC
Southern Indiana,Lindenwood,0,3,OVC,OVC
St. Francis (Pa.),Le Moyne,0,1,Northeast,Northeast
St. John's,Providence,2,2,Big East,Big East
Stephen F. Austin,Southern Utah,1,2,WAC,WAC
Stetson,Austin Peay,0,0,Atlantic Sun,Atlantic Sun
Stonehill,Wagner,3,2,Northeast,Northeast
Tarleton State,Seattle,3,0,WAC,WAC
Tennessee Tech,Western Illinois,0,1,OVC,OVC
Texas,Iowa State,2,1,Big 12,Big 12
Texas A&M-Corpus Christi,Nicholls,2,0,Southland,Southland
Toledo,Akron,3,0,MAC,MAC
Towson,UNC Wilmington,0,3,CAA,CAA
Troy,South Alabama,1,0,Sun Belt,Sun Belt
UC Davis,Hawaii,3,2,Big West,Big West
UC Irvine,Cal Poly,1,2,Big West,Big West
UC Riverside,CSU Bakersfield,2,2,Big West,Big West
UC San Diego,Cal State Fullerton,1,0,Big West,Big West
UCF,Baylor,1,2,Big 12,Big 12
UMBC,Vermont,0,3,Am East,Am East
UNC Greensboro,Furman,0,1,Southern,Southern
UT Chattanooga,VMI,2,0,Southern,Southern
UT Martin,Eastern Illinois,1,0,OVC,OVC
UTRGV,Utah Tech,0,0,WAC,WAC
VCU,Dayton,1,0,A10,A10
Villanova,Creighton,1,2,Big East,Big East
West Virginia,Oklahoma State,0,1,Big 12,Big 12
Western Michigan,Ohio University,1,1,MAC,MAC
William & Mary,Hampton University,0,0,CAA,CAA
Wisconsin-Milwaukee,Wright State,4,0,Horizon,Horizon
Youngstown State,Oakland,1,2,Horizon,Horizon
