Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week,Division
Le Moyne,Merrimack,2,6,Northeast,Northeast,8,d1
Lindenwood,UT Martin,3,0,OVC,OVC,8,d1
Long Beach State,Cal Poly,0,0,Big West,Big West,8,d1
Marquette,Seton Hall,1,0,Big East,Big East,8,d1
Marshall,Old Dominion,2,1,Sun Belt,Sun Belt,8,d1
Miami (OH),Bowling Green,3,2,MAC,MAC,8,d1
Mississippi,Missouri,2,1,SEC,SEC,8,d1
Missouri State,Drake,0,0,MVC,MVC,8,d1
Monmouth,Towson,0,0,CAA,CAA,8,d1
Montana,Weber State,2,1,Big Sky,Big Sky,8,d1
Murray State,Northern Iowa,1,4,MVC,MVC,8,d1
New Mexico,Utah State,0,2,Mountain West,Mountain West,8,d1
North Alabama,Eastern Kentucky,0,0,Atlantic Sun,Atlantic Sun,8,d1
North Texas,Tulsa,2,2,AAC,AAC,8,d1
Northeastern,College of Charleston,0,2,CAA,CAA,8,d1
Oakland,Robert Morris,1,1,Horizon,Horizon,8,d1
Ohio University,Toledo,0,1,MAC,MAC,8,d1
Omaha,South Dakota,0,0,Summit,Summit,8,d1
Oral Roberts,North Dakota State,0,1,Summit,Summit,8,d1
Purdue Fort Wayne,Wisconsin-Milwaukee,5,0,Horizon,Horizon,8,d1
Queens (N.C.),North Florida,0,0,Atlantic Sun,Atlantic Sun,8,d1
SIUE,Tennessee Tech,0,0,OVC,OVC,8,d1
SMU,UTSA,0,1,AAC,AAC,8,d1
San Diego State,Boise State,0,1,Mountain West,Mountain West,8,d1
San Jose State,Wyoming,1,0,Mountain West,Mountain West,8,d1
South Alabama,Appalachian State,1,3,Sun Belt,Sun Belt,8,d1
Southeast Missouri State,Little Rock,1,1,OVC,OVC,8,d1
Southern Illinois,Belmont,1,0,MVC,MVC,8,d1
Southern Mississippi,Georgia State,2,1,Sun Belt,Sun Belt,8,d1
Stephen F. Austin,Utah Tech,0,3,WAC,WAC,8,d1
Stetson,Lipscomb,0,1,Atlantic Sun,Atlantic Sun,8,d1
Tarleton State,Utah Valley,3,0,WAC,WAC,8,d1
Texas State,Coastal Carolina,4,0,Sun Belt,Sun Belt,8,d1
The Citadel,East Tennessee State,1,0,Southern,Southern,8,d1
UAB,South Florida,1,0,AAC,AAC,8,d1
UC San Diego,UC Santa Barbara,2,1,Big West,Big West,8,d1
UCF,Texas,1,3,Big 12,Big 12,8,d1
UMKC,St. Thomas (Minn.),1,2,Summit,Summit,8,d1
UNC Wilmington,Stony Brook,1,0,CAA,CAA,8,d1
UTRGV,Southern Utah,2,1,WAC,WAC,8,d1
Utah,California,1,1,Pac-12,Pac-12,8,d1
VMI,Mercer,0,2,Southern,Southern,8,d1
Valparaiso,Illinois State,1,1,MVC,MVC,8,d1
Vanderbilt,Texas A&M,6,0,SEC,SEC,8,d1
Villanova,Butler,1,1,Big East,Big East,8,d1
Virginia Tech,NC State,4,1,ACC,ACC,8,d1
Wagner,St. Francis (Pa.),1,3,Northeast,Northeast,8,d1
West Virginia,Oklahoma,0,4,Big 12,Big 12,8,d1
Western Carolina,UT Chattanooga,2,0,Southern,Southern,8,d1
Western Illinois,Southern Indiana,0,1,OVC,OVC,8,d1
Wisconsin-Green Bay,Northern Kentucky,1,4,Horizon,Horizon,8,d1
Wofford,UNC Greensboro,2,1,Southern,Southern,8,d1
Wright State,IUPUI,0,0,Horizon,Horizon,8,d1
Alabama A&M,Southern University,1,2,SWAC,SWAC,8,d1
Alabama State,Jackson State,3,2,SWAC,SWAC,8,d1
Alcorn State,Arkansas Pine Bluff,0,1,SWAC,SWAC,8,d1
Army,Loyola (MD),2,0,Patriot,Patriot,8,d1
Bucknell,Navy,0,2,Patriot,Patriot,8,d1
Incarnate Word,Nicholls,3,0,Southland,Southland,8,d1
Lamar,Northwestern State,1,0,Southland,Southland,8,d1
Mississippi Valley,Grambling State,3,1,SWAC,SWAC,8,d1
Portland State,Idaho,1,2,Big Sky,Big Sky,8,d1
Sacramento State,Eastern Washington,0,1,Big Sky,Big Sky,8,d1
Texas A&M-Commerce,Houston Christian,4,3,Southland,Southland,8,d1
Texas A&M-Corpus Christi,Southeastern Louisiana,1,0,Southland,Southland,8,d1
Michigan,Michigan State,3,2,Big Ten,Big Ten,8,d1
Brown,Penn,2,1,Ivy,Ivy,8,d1
Boston University,Lafayette,2,4,Patriot,Patriot,8,d1
Charleston Southern,Gardner-Webb,2,0,Big South,Big South,8,d1
Colgate,American,2,0,Patriot,Patriot,8,d1
Cornell,Harvard,3,1,Ivy,Ivy,8,d1
Fairfield,Canisius,0,1,MAAC,MAAC,8,d1
Florida International,Liberty,0,0,C-USA,C-USA,8,d1
Gonzaga,San Francisco,3,0,WCC,WCC,8,d1
Grand Canyon,California Baptist,1,1,WAC,WAC,8,d1
Holy Cross,Lehigh,1,2,Patriot,Patriot,8,d1
La Salle,George Mason,0,5,A10,A10,8,d1
Longwood,High Point,1,1,Big South,Big South,8,d1
Loyola Marymount,Portland,0,1,WCC,WCC,8,d1
Marist,Mount St. Mary's,0,2,MAAC,MAAC,8,d1
Maryland,Rutgers,0,1,Big Ten,Big Ten,8,d1
Nebraska,Iowa,2,4,Big Ten,Big Ten,8,d1
Pepperdine,St. Mary's (CA),0,3,WCC,WCC,8,d1
Princeton,Yale,3,1,Ivy,Ivy,8,d1
Quinnipiac,Iona University,2,0,MAAC,MAAC,8,d1
Rider,Manhattan,1,2,MAAC,MAAC,8,d1
Saint Joseph's,Duquesne,0,0,A10,A10,8,d1
San Diego,Pacific,1,0,WCC,WCC,8,d1
Siena College,Niagara,1,1,MAAC,MAAC,8,d1
USC Upstate,Radford,3,1,Big South,Big South,8,d1
UTEP,Western Kentucky,0,1,C-USA,C-USA,8,d1
Florida State,Boston College,6,0,ACC,ACC,8,d1
Duke,North Carolina,1,1,ACC,ACC,8,d1
UCLA,Oregon,0,4,Pac-12,Pac-12,8,d1
Utah,Stanford,0,1,Pac-12,Pac-12,8,d1
Penn State,Ohio State,2,1,Big Ten,Big Ten,8,d1
Auburn,Arkansas,1,2,SEC,SEC,8,d1
Virginia Tech,Clemson,1,0,ACC,ACC,8,d1
USC,Oregon State,4,0,Pac-12,Pac-12,8,d1
Notre Dame,Miami (FL),2,7,ACC,ACC,8,d1
Missouri,South Carolina,1,1,SEC,SEC,8,d1
Texas Tech,TCU,0,1,Big 12,Big 12,8,d1
Pittsburgh,Wake Forest,4,1,ACC,ACC,8,d1
Colorado,California,0,0,Pac-12,Pac-12,8,d1
Seton Hall,Georgetown,1,1,Big East,Big East,8,d1
Texas A&M,Alabama,1,3,SEC,SEC,8,d1
Saint Louis,Richmond,0,4,A10,A10,8,d1
Kentucky,Vanderbilt,0,2,SEC,SEC,8,d1
Abilene Christian,Utah Valley,3,1,WAC,WAC,8,d1
Air Force,Nevada,0,1,Mountain West,Mountain West,8,d1
Alabama A&M,Jackson State,1,2,SWAC,SWAC,8,d1
Alabama State,Southern University,1,1,SWAC,SWAC,8,d1
Alcorn State,Grambling State,1,0,SWAC,SWAC,8,d1
Appalachian State,Marshall,5,1,Sun Belt,Sun Belt,8,d1
Arizona,Washington,4,3,Pac-12,Pac-12,8,d1
Arizona State,Washington State,5,1,Pac-12,Pac-12,8,d1
Belmont,Northern Iowa,0,1,MVC,MVC,8,d1
Bowling Green,Eastern Michigan,2,3,MAC,MAC,8,d1
Bryant,Albany,2,0,Am East,Am East,8,d1
Buffalo,Ball State,5,0,MAC,MAC,8,d1
Butler,DePaul,2,1,Big East,Big East,8,d1
CSUN,Long Beach State,3,1,Big West,Big West,8,d1
Campbell,Delaware,1,1,CAA,CAA,8,d1
Central Arkansas,Eastern Kentucky,2,1,Atlantic Sun,Atlantic Sun,8,d1
Cincinnati,Oklahoma,0,0,Big 12,Big 12,8,d1
Coastal Carolina,Georgia Southern,1,2,Sun Belt,Sun Belt,8,d1
College of Charleston,Stony Brook,1,1,CAA,CAA,8,d1
Colorado College,UNLV,1,2,Mountain West,Mountain West,8,d1
Connecticut,Xavier,1,0,Big East,Big East,8,d1
Dartmouth,Columbia,1,1,Ivy,Ivy,8,d1
Davidson,Loyola-Chicago,1,0,A10,A10,8,d1
Denver,South Dakota,1,3,Summit,Summit,8,d1
Detroit Mercy,Purdue Fort Wayne,0,4,Horizon,Horizon,8,d1
Drake,Valparaiso,2,1,MVC,MVC,8,d1
East Tennessee State,Wofford,1,4,Southern,Southern,8,d1
Elon,Drexel,1,1,CAA,CAA,8,d1
Evansville,UIC,0,1,MVC,MVC,8,d1
FGCU,Lipscomb,1,1,Atlantic Sun,Atlantic Sun,8,d1
Fresno State,Wyoming,2,0,Mountain West,Mountain West,8,d1
Georgia,Florida,0,0,SEC,SEC,8,d1
Georgia State,Arkansas State,0,0,Sun Belt,Sun Belt,8,d1
Houston Christian,Northwestern State,2,1,Southland,Southland,8,d1
IUPUI,Wisconsin-Green Bay,1,0,Horizon,Horizon,8,d1
Illinois State,Murray State,0,2,MVC,MVC,8,d1
Incarnate Word,Southeastern Louisiana,1,0,Southland,Southland,8,d1
Jacksonville State,New Mexico State,0,2,C-USA,C-USA,8,d1
Kansas,Houston,0,2,Big 12,Big 12,8,d1
Kennesaw State,North Florida,1,1,Atlantic Sun,Atlantic Sun,8,d1
Kent State,Central Michigan,3,1,MAC,MAC,8,d1
LIU,Fairleigh Dickinson,0,2,Northeast,Northeast,8,d1
LSU,Tennessee,1,0,SEC,SEC,8,d1
Little Rock,SIUE,1,1,OVC,OVC,8,d1
Louisiana,Southern Mississippi,2,1,Sun Belt,Sun Belt,8,d1
Louisiana-Monroe,Texas State,5,0,Sun Belt,Sun Belt,8,d1
Louisville,Syracuse,2,1,ACC,ACC,8,d1
Massachusetts,St. Bonaventure,0,0,A10,A10,8,d1
Massachusetts-Lowell,Binghamton,2,0,Am East,Am East,8,d1
McNeese State,Lamar,1,2,Southland,Southland,8,d1
Mercer,Western Carolina,1,2,Southern,Southern,8,d1
Merrimack,Delaware State,4,0,Northeast,Northeast,8,d1
Middle Tennessee,Sam Houston State,3,2,C-USA,C-USA,8,d1
Minnesota,Illinois,1,3,Big Ten,Big Ten,8,d1
Mississippi State,Mississippi,0,1,SEC,SEC,8,d1
Mississippi Valley,Arkansas Pine Bluff,1,3,SWAC,SWAC,8,d1
Monmouth,Northeastern,1,0,CAA,CAA,8,d1
Montana,Idaho State,0,1,Big Sky,Big Sky,8,d1
Morehead State,Southeast Missouri State,0,1,OVC,OVC,8,d1
NC State,Virginia,1,2,ACC,ACC,8,d1
NJIT,Maine,2,0,Am East,Am East,8,d1
New Mexico,Boise State,1,2,Mountain West,Mountain West,8,d1
North Alabama,Bellarmine,2,1,Atlantic Sun,Atlantic Sun,8,d1
North Dakota State,North Dakota,0,0,Summit,Summit,8,d1
Northern Arizona,Northern Colorado,0,3,Big Sky,Big Sky,8,d1
Northern Illinois,Miami (OH),0,1,MAC,MAC,8,d1
Northern Kentucky,Cleveland State,1,0,Horizon,Horizon,8,d1
Old Dominion,James Madison,0,0,Sun Belt,Sun Belt,8,d1
Oral Roberts,St. Thomas (Minn.),0,1,Summit,Summit,8,d1
Portland State,Eastern Washington,2,5,Big Sky,Big Sky,8,d1
Purdue,Indiana,0,1,Big Ten,Big Ten,8,d1
Queens (N.C.),Jacksonville,1,0,Atlantic Sun,Atlantic Sun,8,d1
Rhode Island,Fordham,2,2,A10,A10,8,d1
Sacramento State,Idaho,0,1,Big Sky,Big Sky,8,d1
Sacred Heart,Howard,1,3,Northeast,Northeast,8,d1
Samford,The Citadel,0,3,Southern,Southern,8,d1
San Diego State,Utah State,1,2,Mountain West,Mountain West,8,d1
San Jose State,Colorado State,4,4,Mountain West,Mountain West,8,d1
South Carolina State,UNC Asheville,6,1,Indep.,Big South,8,d1
Southern Illinois,Indiana State,0,0,MVC,MVC,8,d1
Southern Indiana,Lindenwood,0,3,OVC,OVC,8,d1
St. Francis (Pa.),Le Moyne,0,1,Northeast,Northeast,8,d1
St. John's,Providence,2,2,Big East,Big East,8,d1
Stephen F. Austin,Southern Utah,1,2,WAC,WAC,8,d1
Stetson,Austin Peay,0,0,Atlantic Sun,Atlantic Sun,8,d1
Stonehill,Wagner,3,2,Northeast,Northeast,8,d1
Tarleton State,Seattle,3,0,WAC,WAC,8,d1
Tennessee Tech,Western Illinois,0,1,OVC,OVC,8,d1
Texas,Iowa State,2,1,Big 12,Big 12,8,d1
Texas A&M-Corpus Christi,Nicholls,2,0,Southland,Southland,8,d1
Toledo,Akron,3,0,MAC,MAC,8,d1
Towson,UNC Wilmington,0,3,CAA,CAA,8,d1
Troy,South Alabama,1,0,Sun Belt,Sun Belt,8,d1
UC Davis,Hawaii,3,2,Big West,Big West,8,d1
UC Irvine,Cal Poly,1,2,Big West,Big West,8,d1
UC Riverside,CSU Bakersfield,2,2,Big West,Big West,8,d1
UC San Diego,Cal State Fullerton,1,0,Big West,Big West,8,d1
UCF,Baylor,1,2,Big 12,Big 12,8,d1
UMBC,Vermont,0,3,Am East,Am East,8,d1
UNC Greensboro,Furman,0,1,Southern,Southern,8,d1
UT Chattanooga,VMI,2,0,Southern,Southern,8,d1
UT Martin,Eastern Illinois,1,0,OVC,OVC,8,d1
UTRGV,Utah Tech,0,0,WAC,WAC,8,d1
VCU,Dayton,1,0,A10,A10,8,d1
Villanova,Creighton,1,2,Big East,Big East,8,d1
West Virginia,Oklahoma State,0,1,Big 12,Big 12,8,d1
Western Michigan,Ohio University,1,1,MAC,MAC,8,d1
William & Mary,Hampton University,0,0,CAA,CAA,8,d1
Wisconsin-Milwaukee,Wright State,4,0,Horizon,Horizon,8,d1
Youngstown State,Oakland,1,2,Horizon,Horizon,8,d1
