Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
Cal State Monterey Bay,Cal State San Marcos,0,2,CCAA,CCAA,9
Cal State San Marcos,San Francisco State,2,0,CCAA,CCAA,9
