Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference
Oklahoma,BYU,0,6,Big 12,Big 12
Cincinnati,Texas Tech,1,2,Big 12,Big 12
Georgia State,Southern Mississippi,0,1,Sun Belt,Sun Belt
Massachusetts-Lowell,NJIT,3,1,Am East,Am East
New Hampshire,Vermont,1,2,Am East,Am East
South Carolina State,Gardner-Webb,7,0,Indep.,Big South
Texas State,Louisiana,1,2,Sun Belt,Sun Belt
UCF,TCU,2,3,Big 12,Big 12
West Virginia,Texas,1,3,Big 12,Big 12
