Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference
North Dakota State,Montana,1,3,Summit,Big Sky
North Florida,East Carolina,0,0,Atlantic Sun,AAC
North Texas,Northwestern State,3,0,AAC,Southland
Northern Colorado,Iowa State,0,1,Big Sky,Big 12
Oakland,Eastern Michigan,1,0,Horizon,MAC
Ohio State,Buffalo,1,2,Big Ten,MAC
Oklahoma,Oral Roberts,4,2,Big 12,Summit
Old Dominion,Campbell,2,0,Sun Belt,CAA
Omaha,Utah Tech,0,0,Summit,WAC
Pacific,Eastern Washington,3,2,WCC,Big Sky
Pepperdine,Michigan,2,2,WCC,Big Ten
Portland State,Seattle,0,5,Big Sky,WAC
Providence,Quinnipiac,3,0,Big East,MAAC
Purdue,Iona University,8,0,Big Ten,MAAC
Purdue Fort Wayne,St. Francis (Ind.),7,0,Horizon,Crossroads
Richmond,Nevada,0,0,A10,Mountain West
Rider,LIU,0,1,MAAC,Northeast
Rutgers,Hofstra,0,1,Big Ten,CAA
SIUE,Wisconsin-Milwaukee,1,3,OVC,Horizon
Sacramento State,UC Davis,0,3,Big Sky,Big West
Saint Joseph's,William & Mary,0,0,A10,CAA
Sam Houston State,Louisiana-Monroe,1,3,C-USA,Sun Belt
Samford,DePaul,1,2,Southern,Big East
San Diego,UC Riverside,0,0,WCC,Big West
San Diego State,UTEP,2,1,Mountain West,C-USA
San Jose State,UC Santa Barbara,1,1,Mountain West,Big West
Seton Hall,Central Connecticut,2,1,Big East,Northeast
Siena College,Syracuse,0,3,MAAC,ACC
Southeast Missouri State,Grambling State,4,1,OVC,SWAC
Southern Indiana,North Alabama,1,1,OVC,Atlantic Sun
St. Bonaventure,Cleveland State,1,3,A10,Horizon
St. Mary's (CA),Idaho State,2,1,WCC,Big Sky
Stetson,Air Force,2,3,Atlantic Sun,Mountain West
Stony Brook,Bryant,0,0,CAA,Am East
Tarleton State,Texas A&M-Commerce,2,0,WAC,Southland
Tennessee Tech,UT Chattanooga,0,1,OVC,Southern
Texas A&M,Washington State,2,3,SEC,Pac-12
Texas Southern,Abilene Christian,0,3,SWAC,WAC
Texas State,Central Arkansas,5,1,Sun Belt,Atlantic Sun
Texas Tech,New Mexico State,5,0,Big 12,C-USA
Towson,Howard,1,0,CAA,Northeast
Tulsa,Stephen F. Austin,0,1,AAC,WAC
UC San Diego,Sacred Heart,1,0,Big West,Northeast
UMBC,Longwood,0,1,Am East,Big South
UNC Wilmington,VCU,0,5,CAA,A10
UNLV,CSUN,0,0,Mountain West,Big West
UTRGV,Texas A&M-Corpus Christi,2,1,WAC,Southland
UTSA,McNeese State,2,0,AAC,Southland
Utah Valley,Houston Christian,5,1,WAC,Southland
VMI,UNC Asheville,0,1,Southern,Big South
Valparaiso,Northern Illinois,1,0,MVC,MAC
Vanderbilt,Massachusetts,0,0,SEC,A10
Vermont,Merrimack,4,1,Am East,Northeast
Villanova,Lehigh,1,1,Big East,Patriot
Wake Forest,Army,1,1,ACC,Patriot
West Virginia,St. Francis (Pa.),9,0,Big 12,Northeast
Western Carolina,Queens (N.C.),0,0,Southern,Atlantic Sun
Winthrop,The Citadel,1,1,Big South,Southern
Wisconsin,UIC,1,0,Big Ten,MVC
Wisconsin-Green Bay,Drake,0,1,Horizon,MVC
Wyoming,Weber State,1,0,Mountain West,Big Sky
Xavier,Louisville,2,0,Big East,ACC
Youngstown State,Akron,1,0,Horizon,MAC
