Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
St. Lawrence,Nazareth,1,1,Liberty League,Empire 8,3
UTRGV,Concordia-Texas,1,1,WAC,American Southwest,3
