Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
Indiana State,Marshall,1,1,MVC,Sun Belt,2
Iona University,Le Moyne,0,1,MAAC,Northeast,2
Iowa,Iowa State,2,1,Big Ten,Big 12,2
Kansas,Vanderbilt,1,1,Big 12,SEC,2
Kansas State,UTSA,2,0,Big 12,AAC,2
Kennesaw State,Troy,0,3,Atlantic Sun,Sun Belt,2
La Salle,Delaware,1,2,A10,CAA,2
Lehigh,Saint Joseph's,1,1,Patriot,A10,2
Lindenwood,Chicago State,2,4,OVC,Indep.,2
Longwood,Elon,0,0,Big South,CAA,2
Louisiana Tech,Louisiana-Monroe,3,3,C-USA,Sun Belt,2
Loyola (MD),Middle Tennessee,0,3,Patriot,C-USA,2
Loyola Marymount,CSUN,0,1,WCC,Big West,2
Maine,Holy Cross,1,1,Am East,Patriot,2
Marquette,Denver,0,0,Big East,Summit,2
Massachusetts-Lowell,Massachusetts,2,2,Am East,A10,2
Miami (FL),Florida,0,0,ACC,SEC,2
Mississippi State,Northwestern State,0,3,SEC,Southland,2
Missouri,Omaha,2,2,SEC,Summit,2
Montana,Montana State-Billings,0,4,Big Sky,Great Northwest,2
Mount St. Mary's,Towson,3,0,MAAC,CAA,2
Murray State,Kentucky,1,2,MVC,SEC,2
NC State,Rutgers,1,1,ACC,Big Ten,2
Navy,Maryland,3,3,Patriot,Big Ten,2
New Hampshire,Manhattan,0,2,Am East,MAAC,2
New Mexico,Cal State Fullerton,1,2,Mountain West,Big West,2
New Mexico State,Arizona State,4,1,C-USA,Pac-12,2
Niagara,St. Francis (Pa.),0,1,MAAC,Northeast,2
North Alabama,UT Chattanooga,1,0,Atlantic Sun,Southern,2
North Dakota,Minnesota State- Moorhead,0,2,Summit,Northern Sun,2
Northeastern,San Jose State,0,1,CAA,Mountain West,2
Northern Illinois,Eastern Illinois,0,3,MAC,OVC,2
Northern Kentucky,Miami (OH),1,0,Horizon,MAC,2
Ohio University,Cleveland State,1,0,MAC,Horizon,2
Oklahoma,Arkansas Pine Bluff,1,8,Big 12,SWAC,2
Oklahoma State,Florida Atlantic,0,3,Big 12,AAC,2
Oral Roberts,Little Rock,1,1,Summit,OVC,2
Oregon State,UC San Diego,0,2,Pac-12,Big West,2
Portland,Washington State,1,0,WCC,Pac-12,2
Purdue,Valparaiso,4,1,Big Ten,MVC,2
Richmond,William & Mary,0,1,A10,CAA,2
Sam Houston State,Lamar,0,1,C-USA,Southland,2
Samford,Jacksonville State,0,6,Southern,C-USA,2
San Diego State,Pepperdine,1,1,Mountain West,WCC,2
Seattle,San Diego,1,0,WAC,WCC,2
Seton Hall,Binghamton,3,0,Big East,Am East,2
South Alabama,Queens (N.C.),0,3,Sun Belt,Atlantic Sun,2
South Dakota,Wyoming,3,3,Summit,Mountain West,2
South Florida,Alabama A&M,1,5,AAC,SWAC,2
Southeast Missouri State,Evansville,0,0,OVC,MVC,2
Southern Illinois,UMKC,1,1,MVC,Summit,2
St. Bonaventure,Marist,0,0,A10,MAAC,2
Stephen F. Austin,Houston,5,1,WAC,Big 12,2
Stetson,Charleston Southern,1,5,Atlantic Sun,Big South,2
Stony Brook,Lafayette,1,3,CAA,Patriot,2
Syracuse,Auburn,1,2,ACC,SEC,2
Temple,Rider,0,0,AAC,MAAC,2
Tennessee,East Tennessee State,3,1,SEC,Southern,2
Texas A&M-Commerce,Tulsa,2,0,Southland,AAC,2
Texas State,North Texas,0,3,Sun Belt,AAC,2
Texas Tech,Ball State,1,4,Big 12,MAC,2
The Citadel,Francis Marion,0,5,Southern,Peach Belt,2
UC Davis,St. Mary's (CA),1,0,Big West,WCC,2
UC Irvine,Pacific,2,0,Big West,WCC,2
UNLV,UC Riverside,0,3,Mountain West,Big West,2
UT Martin,Appalachian State,0,2,OVC,Sun Belt,2
UTEP,Abilene Christian,0,0,C-USA,WAC,2
Utah State,Utah,1,0,Mountain West,Pac-12,2
Utah Tech,Idaho,1,0,WAC,Big Sky,2
Utah Valley,Clemson,2,0,WAC,ACC,2
VCU,Old Dominion,2,0,A10,Sun Belt,2
Virginia Tech,James Madison,0,3,ACC,Sun Belt,2
Wagner,Army,0,1,Northeast,Patriot,2
Wake Forest,Idaho State,0,3,ACC,Big Sky,2
Western Illinois,Northern Iowa,0,0,OVC,MVC,2
Western Kentucky,Siena College,2,2,C-USA,MAAC,2
Wisconsin-Milwaukee,Minnesota,0,1,Horizon,Big Ten,2
Wofford,USC Upstate,2,1,Southern,Big South,2
Wright State,Southern Indiana,1,2,Horizon,OVC,2
Xavier,Illinois,0,1,Big East,Big Ten,2
Brown,Albany,6,0,Ivy,Am East,2
Fairfield,Harvard,3,0,MAAC,Ivy,2
Alcorn State,McNeese State,6,0,SWAC,Southland,2
Columbia,Hofstra,3,0,Ivy,CAA,2
Dartmouth,Eastern Michigan,2,2,Ivy,MAC,2
DePaul,Wisconsin-Green Bay,1,1,Big East,Horizon,2
Gardner-Webb,Allen University,0,8,Big South,Independent,2
Liberty,Tennessee Tech,0,2,C-USA,OVC,2
North Dakota State,Austin Peay,4,1,Summit,Atlantic Sun,2
Northern Arizona,CSU Bakersfield,0,1,Big Sky,Big West,2
Penn,American,0,1,Ivy,Patriot,2
Portland State,St. Thomas (Minn.),0,4,Big Sky,Summit,2
Presbyterian,Columbia International University,0,2,Big South,N/A,2
Princeton,Monmouth,0,3,Ivy,CAA,2
SIUE,Purdue Fort Wayne,2,1,OVC,Horizon,2
Sacred Heart,Yale,2,2,Northeast,Ivy,2
Southern Utah,Nevada,3,3,WAC,Mountain West,2
Tarleton State,Nicholls,3,0,WAC,Southland,2
Texas Southern,Rice,5,2,SWAC,AAC,2
Toledo,Loyola-Chicago,2,1,MAC,A10,2
Boise State,BYU,4,1,Mountain West,Big 12,2
Hawaii Pacific,Sacramento State,1,0,Pacific West,Big Sky,2
Mississippi,Southeastern Louisiana,1,3,SEC,Southland,2
Saint Peter's,Hampton University,2,5,MAAC,CAA,2
Southern Mississippi,Mississippi Valley,1,2,Sun Belt,SWAC,2
Texas A&M,Baylor,1,1,SEC,Big 12,2
VMI,Winthrop,2,1,Southern,Big South,2
UC Irvine,UCLA,4,0,Big West,Pac-12,2
North Carolina,USC,0,4,ACC,Pac-12,2
Stanford,St. Mary's (CA),1,3,Pac-12,WCC,2
Penn State,TCU,1,0,Big Ten,Big 12,2
George Mason,Virginia,4,0,A10,ACC,2
Duke,Wisconsin,1,2,ACC,Big Ten,2
Alabama,Memphis,2,1,SEC,AAC,2
Notre Dame,Arkansas,2,2,ACC,SEC,2
Texas,Iona University,6,0,Big 12,MAAC,2
Massachusetts-Lowell,South Carolina,2,0,Am East,SEC,2
Pittsburgh,Bucknell,0,5,ACC,Patriot,2
Colorado,Michigan State,0,2,Pac-12,Big Ten,2
Saint Louis,UMKC,0,8,A10,Summit,2
Central Connecticut,Brown,4,3,Northeast,Ivy,2
Seattle,Santa Clara,2,0,WAC,WCC,2
Georgetown,Virginia Tech,1,0,Big East,ACC,2
Toledo,Northwestern,1,3,MAC,Big Ten,2
Harvard,Connecticut,2,1,Ivy,Big East,2
Abilene Christian,Nicholls,4,0,WAC,Southland,2
Air Force,Northern Colorado,2,1,Mountain West,Big Sky,2
Appalachian State,High Point,0,0,Sun Belt,Big South,2
Arkansas Pine Bluff,North Alabama,0,2,SWAC,Atlantic Sun,2
Army,Auburn,3,2,Patriot,SEC,2
Boston College,San Jose State,0,2,ACC,Mountain West,2
Boston University,Albany,2,3,Patriot,Am East,2
Bowling Green,Loyola-Chicago,2,0,MAC,A10,2
CSUN,Pepperdine,2,0,Big West,WCC,2
California Baptist,Colorado State,0,1,WAC,Mountain West,2
Campbell,East Carolina,0,1,CAA,AAC,2
Central Arkansas,Arkansas State,2,2,Atlantic Sun,Sun Belt,2
Central Michigan,Wright State,0,0,MAC,Horizon,2
Cleveland State,Kent State,0,2,Horizon,MAC,2
Coastal Carolina,College of Charleston,0,2,Sun Belt,CAA,2
Colgate,St. John's,3,0,Patriot,Big East,2
Columbia,Loyola (MD),0,3,Ivy,Patriot,2
Cornell,Lehigh,2,2,Ivy,Patriot,2
Dayton,Illinois,0,0,A10,Big Ten,2
Drake,North Dakota State,0,2,MVC,Summit,2
Drexel,Saint Joseph's,3,0,CAA,A10,2
Eastern Illinois,Indiana State,1,1,OVC,MVC,2
Evansville,Indiana,0,1,MVC,Big Ten,2
FGCU,South Florida,2,0,Atlantic Sun,AAC,2
Florida,Stetson,8,0,SEC,Atlantic Sun,2
Florida Atlantic,Texas A&M-Corpus Christi,0,3,AAC,Southland,2
Gardner-Webb,East Tennessee State,0,3,Big South,Southern,2
Georgia State,Presbyterian,1,0,Sun Belt,Big South,2
Gonzaga,Nebraska,3,1,WCC,Big Ten,2
Grambling State,Lamar,0,0,SWAC,Southland,2
Grand Canyon,CSU Bakersfield,5,0,WAC,Big West,2
Holy Cross,Bryant,1,2,Patriot,Am East,2
Houston,Tarleton State,1,4,Big 12,WAC,2
Howard,Middle Tennessee,1,0,Northeast,C-USA,2
IUPUI,SIUE,2,3,Horizon,OVC,2
Idaho State,Utah Valley,0,6,Big Sky,WAC,2
Jackson State,Murray State,2,0,SWAC,MVC,2
James Madison,Maryland,2,2,Sun Belt,Big Ten,2
Kansas,Colorado College,0,6,Big 12,Mountain West,2
Kansas State,Creighton,0,0,Big 12,Big East,2
Kentucky,Valparaiso,1,1,SEC,MVC,2
LIU,UMBC,1,0,Northeast,Am East,2
LSU,Southern University,0,5,SEC,SWAC,2
Lipscomb,Siena College,3,2,Atlantic Sun,MAAC,2
Louisiana Tech,McNeese State,1,0,C-USA,Southland,2
Louisville,Northern Kentucky,0,0,ACC,Horizon,2
Loyola Marymount,Cal Poly,0,2,WCC,Big West,2
Marquette,Minnesota,0,2,Big East,Big Ten,2
Mercer,Alabama State,0,9,Southern,SWAC,2
Merrimack,Stony Brook,2,1,Northeast,CAA,2
Miami (FL),Georgia Southern,1,2,ACC,Sun Belt,2
Miami (OH),UIC,0,1,MAC,MVC,2
Mississippi State,Florida International,0,2,SEC,C-USA,2
Missouri State,Oregon,0,0,MVC,Pac-12,2
Montana,Ohio State,2,2,Big Sky,Big Ten,2
Navy,Ohio University,1,1,Patriot,MAC,2
New Mexico State,Cal State Fullerton,1,0,C-USA,Big West,2
Niagara,Le Moyne,2,3,MAAC,Northeast,2
North Dakota,Austin Peay,1,1,Summit,Atlantic Sun,2
North Texas,Texas A&M-Commerce,1,3,AAC,Southland,2
Northeastern,Eastern Michigan,1,3,CAA,MAC,2
Northern Arizona,Arizona,1,2,Big Sky,Pac-12,2
Northern Illinois,Oakland,0,0,MAC,Horizon,2
Northwestern State,Rice,2,1,Southland,AAC,2
Oklahoma State,Little Rock,0,8,Big 12,OVC,2
Old Dominion,Richmond,1,0,Sun Belt,A10,2
Omaha,Wyoming,2,1,Summit,Mountain West,2
Pacific,UC Santa Barbara,1,3,WCC,Big West,2
Penn,Delaware,1,0,Ivy,CAA,2
Portland State,Pacific University,1,3,Big Sky,Northwest,2
Princeton,La Salle,5,0,Ivy,A10,2
Purdue,Wake Forest,2,0,Big Ten,ACC,2
Quinnipiac,Dartmouth,1,0,MAAC,Ivy,2
Radford,Mount St. Mary's,0,2,Big South,MAAC,2
Rhode Island,Providence,0,1,A10,Big East,2
SMU,Tennessee,1,2,AAC,SEC,2
Samford,Oklahoma,4,0,Southern,Big 12,2
San Diego State,Long Beach State,3,0,Mountain West,Big West,2
San Francisco,UC Davis,1,3,WCC,Big West,2
Seton Hall,Rider,0,1,Big East,MAAC,2
South Alabama,Kennesaw State,3,1,Sun Belt,Atlantic Sun,2
South Dakota State,Iowa State,2,1,Summit,Big 12,2
Southern Illinois,Southeast Missouri State,2,0,MVC,OVC,2
Southern Indiana,Purdue Fort Wayne,1,0,OVC,Horizon,2
St. Bonaventure,Detroit Mercy,1,1,A10,Horizon,2
St. Francis (Pa.),Robert Morris,1,4,Northeast,Horizon,2
Stephen F. Austin,Louisiana,0,1,WAC,Sun Belt,2
Stonehill,Maine,5,1,Northeast,Am East,2
Syracuse,Binghamton,2,1,ACC,Am East,2
Temple,Villanova,0,3,AAC,Big East,2
Texas Southern,St. Mary's Texas,2,3,SWAC,Heartland,2
Texas Tech,Utah State,0,3,Big 12,Mountain West,2
The Citadel,Charlotte,1,0,Southern,AAC,2
Troy,Queens (N.C.),0,1,Sun Belt,Atlantic Sun,2
Tulsa,Oral Roberts,1,2,AAC,Summit,2
UAB,Jacksonville State,0,3,AAC,C-USA,2
UC Riverside,NJIT,0,0,Big West,Am East,2
UCF,North Florida,1,2,Big 12,Atlantic Sun,2
UNC Greensboro,George Washington,2,1,Southern,A10,2
UNC Wilmington,Liberty,3,0,CAA,C-USA,2
UNLV,Idaho,0,1,Mountain West,Big Sky,2
USC Upstate,Furman,1,1,Big South,Southern,2
UT Martin,Western Carolina,1,2,OVC,Southern,2
UTEP,Arizona State,0,2,C-USA,Pac-12,2
UTSA,Texas State,1,0,AAC,Sun Belt,2
Utah,Clemson,1,0,Pac-12,ACC,2
Utah Tech,Nevada,2,1,WAC,Mountain West,2
Vanderbilt,Belmont,2,0,SEC,MVC,2
Wagner,Manhattan,2,1,Northeast,MAAC,2
Washington,San Diego,0,5,Pac-12,WCC,2
Washington State,Weber State,3,1,Pac-12,Big Sky,2
West Virginia,Duquesne,1,0,Big 12,A10,2
Western Kentucky,Xavier,5,1,C-USA,Big East,2
Western Michigan,Butler,1,0,MAC,Big East,2
Western Oregon,St. Thomas (Minn.),0,0,Great Northwest,Summit,2
William & Mary,VCU,1,1,CAA,A10,2
Wisconsin-Milwaukee,Denver,3,3,Horizon,Summit,2
Wofford,Davidson,2,0,Southern,A10,2
Yale,Massachusetts,2,1,Ivy,A10,2
Youngstown State,Canisius,1,0,Horizon,MAAC,2
