Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
Howard,Virginia State,0,9,Northeast,Central Intercollegiate Athletic Association,5
Cedarville,Findlay,2,0,G-MAC,GLIAC,5
Cal State San Marcos,Westmont,0,5,CCAA,Golden State Athletic,5
Northwood (Mich),Cedarville,2,3,GLIAC,G-MAC,5
