Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
CSU Bakersfield,Westmont,0,1,Big West,Golden State Athletic,4
CSUN,Idaho,5,1,Big West,Big Sky,4
Cal Poly,Gonzaga,4,1,Big West,WCC,4
Cal State Fullerton,San Diego,1,0,Big West,WCC,4
Central Arkansas,Oral Roberts,1,0,Atlantic Sun,Summit,4
Charlotte,Florida,0,1,AAC,SEC,4
Cleveland State,St. Francis (Pa.),1,4,Horizon,Northeast,4
College of Charleston,Hampton University,1,11,CAA,CAA,4
Dayton,IUPUI,0,1,A10,Horizon,4
DePaul,UIC,0,1,Big East,MVC,4
Denver,Colgate,0,6,Summit,Patriot,4
Drake,St. Thomas (Minn.),1,1,MVC,Summit,4
Drexel,William & Mary,1,2,CAA,CAA,4
Duquesne,Fairleigh Dickinson,0,1,A10,Northeast,4
Eastern Illinois,Illinois State,1,0,OVC,MVC,4
Eastern Kentucky,Northern Kentucky,0,2,Atlantic Sun,Horizon,4
Evansville,Western Kentucky,0,0,MVC,C-USA,4
Fairfield,Central Connecticut,2,5,MAAC,Northeast,4
Florida Atlantic,FGCU,1,0,AAC,Atlantic Sun,4
Florida International,Miami (FL),1,0,C-USA,ACC,4
Fordham,Columbia,0,2,A10,Ivy,4
Gardner-Webb,VMI,1,0,Big South,Southern,4
George Washington,Howard,1,2,A10,Northeast,4
Georgia Southern,Georgia,1,0,Sun Belt,SEC,4
Harvard,Syracuse,5,2,Ivy,ACC,4
Holy Cross,Vermont,4,0,Patriot,Am East,4
Houston,Houston Christian,1,5,Big 12,Southland,4
Indiana,Louisville,0,2,Big Ten,ACC,4
Indiana State,UT Martin,1,1,MVC,OVC,4
Jacksonville,Mercer,1,3,Atlantic Sun,Southern,4
Jacksonville State,Mississippi Valley,0,3,C-USA,SWAC,4
Kennesaw State,Georgia State,0,0,Atlantic Sun,Sun Belt,4
Kentucky,Belmont,3,0,SEC,MVC,4
LSU,Pepperdine,2,2,SEC,WCC,4
Lamar,Southern University,0,3,Southland,SWAC,4
Lipscomb,Mississippi,1,2,Atlantic Sun,SEC,4
Louisiana Tech,Nicholls,8,1,C-USA,Southland,4
Louisiana-Monroe,Southeastern Louisiana,2,0,Sun Belt,Southland,4
Loyola Marymount,Nevada,3,1,WCC,Mountain West,4
Loyola-Chicago,Wisconsin,2,3,A10,Big Ten,4
Manhattan,Sacred Heart,0,2,MAAC,Northeast,4
Marshall,Miami (OH),0,2,Sun Belt,MAC,4
Maryland,George Mason,0,2,Big Ten,A10,4
Middle Tennessee,UT Chattanooga,2,1,C-USA,Southern,4
Missouri,Illinois,1,2,SEC,Big Ten,4
Missouri State,Lindenwood,0,2,MVC,OVC,4
Montana,Colorado State,0,1,Big Sky,Mountain West,4
Morehead State,Bellarmine,1,1,OVC,Atlantic Sun,4
NC State,Michigan State,1,2,ACC,Big Ten,4
NJIT,La Salle,1,1,Am East,A10,4
Navy,Virginia Tech,1,0,Patriot,ACC,4
New Hampshire,Merrimack,0,0,Am East,Northeast,4
New Mexico,Colorado,2,0,Mountain West,Pac-12,4
New Mexico State,UNLV,3,2,C-USA,Mountain West,4
North Alabama,Southern Illinois,1,2,Atlantic Sun,MVC,4
North Dakota,Northern Colorado,0,0,Summit,Big Sky,4
Northeastern,UNC Wilmington,0,3,CAA,CAA,4
Northwestern,Weber State,4,1,Big Ten,Big Sky,4
Oakland,Western Michigan,3,0,Horizon,MAC,4
Ohio State,Ohio University,4,1,Big Ten,MAC,4
Oklahoma,Murray State,1,5,Big 12,MVC,4
Oregon,California Baptist,0,1,Pac-12,WAC,4
Oregon State,UC Irvine,2,3,Pac-12,Big West,4
Penn,Lafayette,0,1,Ivy,Patriot,4
Portland State,Iowa State,2,0,Big Sky,Big 12,4
Purdue Fort Wayne,Eastern Michigan,2,2,Horizon,MAC,4
Rhode Island,Wake Forest,1,3,A10,ACC,4
Saint Joseph's,Temple,1,1,A10,AAC,4
Sam Houston State,Rice,2,2,C-USA,AAC,4
Seattle,Portland,1,0,WAC,WCC,4
South Alabama,Mississippi State,1,1,Sun Belt,SEC,4
South Dakota,Northern Iowa,3,1,Summit,MVC,4
South Dakota State,Grand Canyon,0,1,Summit,WAC,4
Southern Indiana,Austin Peay,2,0,OVC,Atlantic Sun,4
Stonehill,Bryant,2,0,Northeast,Am East,4
Stony Brook,Campbell,0,0,CAA,CAA,4
Tennessee,Radford,3,1,SEC,Big South,4
Texas A&M,Grambling State,0,8,SEC,SWAC,4
Texas State,Texas Southern,0,4,Sun Belt,SWAC,4
Toledo,Northwood (Mich),1,2,MAC,GLIAC,4
Towson,Delaware,0,0,CAA,CAA,4
Troy,Samford,1,0,Sun Belt,Southern,4
Tulsa,UTEP,0,4,AAC,C-USA,4
UAB,Tennessee Tech,0,1,AAC,OVC,4
UC Riverside,Fresno State,1,1,Big West,Mountain West,4
UC San Diego,San Diego State,3,2,Big West,Mountain West,4
UC Santa Barbara,San Francisco,1,1,Big West,WCC,4
UMBC,High Point,0,1,Am East,Big South,4
UMKC,Kansas,1,1,Summit,Big 12,4
UNC Asheville,The Citadel,0,0,Big South,Southern,4
UNC Greensboro,Coastal Carolina,3,0,Southern,Sun Belt,4
UTSA,Texas A&M-Commerce,1,4,AAC,Southland,4
Vanderbilt,Ball State,1,0,SEC,MAC,4
West Virginia,Auburn,1,1,Big 12,SEC,4
Western Illinois,Wisconsin-Green Bay,3,1,OVC,Horizon,4
Wisconsin-Milwaukee,Marquette,1,0,Horizon,Big East,4
Wyoming,Idaho State,3,0,Mountain West,Big Sky,4
Yale,Seton Hall,2,1,Ivy,Big East,4
Chicago State,Detroit Mercy,4,2,Indep.,Horizon,4
Creighton,Minnesota,0,0,Big East,Big Ten,4
Jackson State,Northwestern State,2,0,SWAC,Southland,4
Le Moyne,Robert Morris,1,1,Northeast,Horizon,4
North Dakota State,Northern Colorado,1,0,Summit,Big Sky,4
North Dakota State,Northern Colorado,1,0,Summit,Big Sky,4
Pacific,Southern Utah,1,3,WCC,WAC,4
Prairie View A&M,UTRGV,0,3,SWAC,WAC,4
Tarleton State,Texas A&M-Corpus Christi,3,1,WAC,Southland,4
Utah Tech,Northern Arizona,1,0,WAC,Big Sky,4
Wofford,Charleston Southern,1,1,Southern,Big South,4
Youngstown State,Valparaiso,2,0,Horizon,MVC,4
Utah,BYU,6,1,Pac-12,Big 12,4
Jacksonville,Warner,0,3,Atlantic Sun,The Sun,4
Mount St. Mary's,Iona University,1,1,MAAC,MAAC,4
Niagara,Quinnipiac,0,4,MAAC,MAAC,4
Northern Iowa,UT Martin,3,1,MVC,OVC,4
Rider,Marist,0,1,MAAC,MAAC,4
Saint Peter's,Canisius,1,3,MAAC,MAAC,4
Siena College,Manhattan,1,1,MAAC,MAAC,4
St. John's,Lehigh,2,4,Big East,Patriot,4
Florida State,Florida,0,1,ACC,SEC,4
Georgetown,Stanford,1,1,Big East,Pac-12,4
Alabama,North Carolina,1,1,SEC,ACC,4
CSUN,UCLA,3,0,Big West,Pac-12,4
Bowling Green,Notre Dame,3,0,MAC,ACC,4
South Carolina,Furman,0,2,SEC,Southern,4
Cincinnati,Pittsburgh,1,2,Big 12,ACC,4
Cal Poly,Santa Clara,1,1,Big West,WCC,4
Texas,Gonzaga,0,0,Big 12,WCC,4
Xavier,Bellarmine,0,2,Big East,Atlantic Sun,4
Butler,TCU,1,2,Big East,Big 12,4
Nebraska,Saint Louis,3,2,Big Ten,A10,4
Washington State,Kansas,1,0,Pac-12,Big 12,4
Alabama State,Georgia State,5,1,SWAC,Sun Belt,4
Albany,Fordham,0,1,Am East,A10,4
Alcorn State,East Mississippi Community College,0,10,SWAC,MACJC,4
Arizona,Utah State,0,1,Pac-12,Mountain West,4
Arizona State,Texas Tech,1,0,Pac-12,Big 12,4
Arkansas Pine Bluff,Tarleton State,0,1,SWAC,WAC,4
Army,Colorado College,3,0,Patriot,Mountain West,4
Ball State,Austin Peay,0,3,MAC,Atlantic Sun,4
Baylor,Abilene Christian,0,7,Big 12,WAC,4
Binghamton,Maryland,0,1,Am East,Big Ten,4
Boise State,Oregon State,0,0,Mountain West,Pac-12,4
Boston College,Sacred Heart,2,3,ACC,Northeast,4
Boston University,New Hampshire,1,2,Patriot,Am East,4
Bucknell,Air Force,2,1,Patriot,Mountain West,4
Buffalo,Cornell,1,1,MAC,Ivy,4
CSU Bakersfield,UNLV,3,1,Big West,Mountain West,4
California,Cal State Fullerton,0,1,Pac-12,Big West,4
California Baptist,Fresno State,2,1,WAC,Mountain West,4
Central Arkansas,Tulsa,2,0,Atlantic Sun,AAC,4
Central Michigan,Purdue Fort Wayne,1,2,MAC,Horizon,4
Coastal Carolina,Stetson,0,3,Sun Belt,Atlantic Sun,4
Colorado,Colgate,1,2,Pac-12,Patriot,4
Columbia,Fairleigh Dickinson,0,8,Ivy,Northeast,4
Dartmouth,Central Connecticut,0,1,Ivy,Northeast,4
Davidson,Presbyterian,3,0,A10,Big South,4
DePaul,Loyola-Chicago,0,1,Big East,A10,4
Delaware,William & Mary,0,1,CAA,CAA,4
Detroit Mercy,Concordia (Mich.),0,6,Horizon,Wolverine-Hoosier,4
Drake,Omaha,0,1,MVC,Summit,4
Eastern Illinois,Chicago State,1,2,OVC,Indep.,4
Eastern Michigan,Valparaiso,1,1,MAC,MVC,4
Eastern Washington,St. Mary's (CA),3,6,Big Sky,WCC,4
Fairfield,Syracuse,0,0,MAAC,ACC,4
Florida Atlantic,Tennessee,2,0,AAC,SEC,4
Florida International,FGCU,1,0,C-USA,Atlantic Sun,4
George Mason,Iowa,0,3,A10,Big Ten,4
George Washington,American,3,3,A10,Patriot,4
Georgia,Clemson,1,1,SEC,ACC,4
Hampton University,Stony Brook,6,1,CAA,CAA,4
Harvard,NC State,2,0,Ivy,ACC,4
Hofstra,Campbell,0,1,CAA,CAA,4
Houston,Texas State,0,1,Big 12,Sun Belt,4
IUPUI,Lindenwood,1,3,Horizon,OVC,4
Idaho State,Colorado State,1,2,Big Sky,Mountain West,4
Illinois,Pepperdine,2,3,Big Ten,WCC,4
Illinois State,Western Illinois,1,4,MVC,OVC,4
Incarnate Word,Sam Houston State,1,0,Southland,C-USA,4
Indiana,Hanover College,0,6,Big Ten,Heartland Collegiate,4
Indiana State,SIUE,1,2,MVC,OVC,4
Iowa State,Kentucky,0,3,Big 12,SEC,4
Jacksonville State,North Alabama,0,1,C-USA,Atlantic Sun,4
James Madison,Ohio University,0,1,Sun Belt,MAC,4
Kansas State,Oral Roberts,2,1,Big 12,Summit,4
Kent State,Duquesne,2,1,MAC,A10,4
LSU,Northwestern State,1,2,SEC,Southland,4
Little Rock,Alabama A&M,3,0,OVC,SWAC,4
Long Beach State,Utah Valley,1,1,Big West,WAC,4
Louisiana,Lamar,2,0,Sun Belt,Southland,4
Louisville,Wyoming,2,2,ACC,Mountain West,4
Loyola (MD),Longwood,1,3,Patriot,Big South,4
Marshall,Liberty,2,0,Sun Belt,C-USA,4
McNeese State,Southern University,1,1,Southland,SWAC,4
Miami (OH),Eastern Kentucky,0,1,MAC,Atlantic Sun,4
Michigan,Western Michigan,3,2,Big Ten,MAC,4
Michigan State,Dayton,2,2,Big Ten,A10,4
Mississippi,Louisiana Tech,2,6,SEC,C-USA,4
Mississippi State,Louisiana-Monroe,0,1,SEC,Sun Belt,4
Missouri State,Missouri,0,2,MVC,SEC,4
Montana,Georgia Southern,0,1,Big Sky,Sun Belt,4
Murray State,Southeast Missouri State,2,0,MVC,OVC,4
NJIT,Wagner,1,1,Am East,Northeast,4
New Mexico,New Mexico State,1,3,Mountain West,C-USA,4
North Dakota,Grand Canyon,0,2,Summit,WAC,4
North Dakota State,Creighton,3,2,Summit,Big East,4
North Florida,Troy,1,2,Atlantic Sun,Sun Belt,4
North Texas,UTRGV,0,4,AAC,WAC,4
Northeastern,Drexel,2,2,CAA,CAA,4
Northern Arizona,San Diego,0,2,Big Sky,WCC,4
Northern Kentucky,Morehead State,3,0,Horizon,OVC,4
Ohio State,Auburn,2,0,Big Ten,SEC,4
Old Dominion,High Point,3,0,Sun Belt,Big South,4
Oregon,Denver,0,2,Pac-12,Summit,4
Portland,UC Irvine,0,1,WCC,Big West,4
Purdue,Western Kentucky,1,2,Big Ten,C-USA,4
Queens (N.C.),South Carolina State,8,0,Atlantic Sun,Indep.,4
Radford,Appalachian State,1,3,Big South,Sun Belt,4
Rice,Texas A&M,4,0,AAC,SEC,4
Richmond,Charlotte,3,2,A10,AAC,4
Rutgers,Massachusetts,1,0,Big Ten,A10,4
SMU,Oklahoma State,0,1,AAC,Big 12,4
Sacramento State,Pacific,2,3,Big Sky,WCC,4
Saint Joseph's,Penn,0,1,A10,Ivy,4
Samford,Kennesaw State,3,0,Southern,Atlantic Sun,4
San Jose State,Southern Utah,4,0,Mountain West,WAC,4
Seattle,Washington,0,0,WAC,Pac-12,4
Seton Hall,Le Moyne,0,4,Big East,Northeast,4
South Alabama,UAB,3,0,Sun Belt,AAC,4
South Dakota State,Wisconsin-Green Bay,5,0,Summit,Horizon,4
Southeastern Louisiana,Jackson State,0,1,Southland,SWAC,4
Southern Indiana,Northern Illinois,1,1,OVC,MAC,4
Southern Mississippi,Nicholls,0,6,Sun Belt,Southland,4
Stephen F. Austin,UTSA,0,3,WAC,AAC,4
Temple,La Salle,2,2,AAC,A10,4
Tennessee Tech,Lipscomb,3,1,OVC,Atlantic Sun,4
Texas A&M-Commerce,UTEP,3,2,Southland,C-USA,4
Texas Southern,Houston Christian,0,2,SWAC,Southland,4
Toledo,Oakland,1,2,MAC,Horizon,4
Towson,College of Charleston,1,2,CAA,CAA,4
UC Riverside,San Francisco,5,2,Big West,WCC,4
UC San Diego,Loyola Marymount,1,0,Big West,WCC,4
UC Santa Barbara,Idaho,1,0,Big West,Big Sky,4
UCF,South Florida,2,0,Big 12,AAC,4
UIC,Maine,2,1,MVC,Am East,4
UMBC,Navy,1,4,Am East,Patriot,4
UNC Asheville,Mercer,2,2,Big South,Southern,4
USC Upstate,The Citadel,2,2,Big South,Southern,4
UT Chattanooga,Belmont,3,1,Southern,MVC,4
Utah Tech,Portland State,1,0,WAC,Big Sky,4
VMI,LIU,1,2,Southern,Northeast,4
Vanderbilt,Middle Tennessee,0,6,SEC,C-USA,4
Vermont,Stonehill,1,3,Am East,Northeast,4
Virginia Tech,Northwestern,2,3,ACC,Big Ten,4
West Virginia,Villanova,0,0,Big 12,Big East,4
Western Carolina,East Carolina,1,1,Southern,AAC,4
Wisconsin,Marquette,1,0,Big Ten,Big East,4
Wofford,Gardner-Webb,2,2,Southern,Big South,4
Wright State,Akron,1,2,Horizon,MAC,4
Yale,Connecticut,1,0,Ivy,Big East,4
