Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference
Incarnate Word,Sam Houston State,1,0,Southland,C-USA
Indiana,Hanover College,0,6,Big Ten,Heartland Collegiate
Indiana State,SIUE,1,2,MVC,OVC
Iowa State,Kentucky,0,3,Big 12,SEC
Jacksonville State,North Alabama,0,1,C-USA,Atlantic Sun
James Madison,Ohio University,0,1,Sun Belt,MAC
Kansas State,Oral Roberts,2,1,Big 12,Summit
Kent State,Duquesne,2,1,MAC,A10
LSU,Northwestern State,1,2,SEC,Southland
Little Rock,Alabama A&M,3,0,OVC,SWAC
Long Beach State,Utah Valley,1,1,Big West,WAC
Louisiana,Lamar,2,0,Sun Belt,Southland
Louisville,Wyoming,2,2,ACC,Mountain West
Loyola (MD),Longwood,1,3,Patriot,Big South
Marshall,Liberty,2,0,Sun Belt,C-USA
McNeese State,Southern University,1,1,Southland,SWAC
Miami (OH),Eastern Kentucky,0,1,MAC,Atlantic Sun
Michigan,Western Michigan,3,2,Big Ten,MAC
Michigan State,Dayton,2,2,Big Ten,A10
Mississippi,Louisiana Tech,2,6,SEC,C-USA
Mississippi State,Louisiana-Monroe,0,1,SEC,Sun Belt
Missouri State,Missouri,0,2,MVC,SEC
Montana,Georgia Southern,0,1,Big Sky,Sun Belt
Murray State,Southeast Missouri State,2,0,MVC,OVC
NJIT,Wagner,1,1,Am East,Northeast
New Mexico,New Mexico State,1,3,Mountain West,C-USA
North Dakota,Grand Canyon,0,2,Summit,WAC
North Dakota State,Creighton,3,2,Summit,Big East
North Florida,Troy,1,2,Atlantic Sun,Sun Belt
North Texas,UTRGV,0,4,AAC,WAC
Northeastern,Drexel,2,2,CAA,CAA
Northern Arizona,San Diego,0,2,Big Sky,WCC
Northern Kentucky,Morehead State,3,0,Horizon,OVC
Ohio State,Auburn,2,0,Big Ten,SEC
Old Dominion,High Point,3,0,Sun Belt,Big South
Oregon,Denver,0,2,Pac-12,Summit
Portland,UC Irvine,0,1,WCC,Big West
Purdue,Western Kentucky,1,2,Big Ten,C-USA
Queens (N.C.),South Carolina State,8,0,Atlantic Sun,Indep.
Radford,Appalachian State,1,3,Big South,Sun Belt
Rice,Texas A&M,4,0,AAC,SEC
Richmond,Charlotte,3,2,A10,AAC
Rutgers,Massachusetts,1,0,Big Ten,A10
SMU,Oklahoma State,0,1,AAC,Big 12
Sacramento State,Pacific,2,3,Big Sky,WCC
Saint Joseph's,Penn,0,1,A10,Ivy
Samford,Kennesaw State,3,0,Southern,Atlantic Sun
San Jose State,Southern Utah,4,0,Mountain West,WAC
Seattle,Washington,0,0,WAC,Pac-12
Seton Hall,Le Moyne,0,4,Big East,Northeast
South Alabama,UAB,3,0,Sun Belt,AAC
South Dakota State,Wisconsin-Green Bay,5,0,Summit,Horizon
Southeastern Louisiana,Jackson State,0,1,Southland,SWAC
Southern Indiana,Northern Illinois,1,1,OVC,MAC
Southern Mississippi,Nicholls,0,6,Sun Belt,Southland
Stephen F. Austin,UTSA,0,3,WAC,AAC
Temple,La Salle,2,2,AAC,A10
Tennessee Tech,Lipscomb,3,1,OVC,Atlantic Sun
Texas A&M-Commerce,UTEP,3,2,Southland,C-USA
Texas Southern,Houston Christian,0,2,SWAC,Southland
Toledo,Oakland,1,2,MAC,Horizon
Towson,College of Charleston,1,2,CAA,CAA
UC Riverside,San Francisco,5,2,Big West,WCC
UC San Diego,Loyola Marymount,1,0,Big West,WCC
UC Santa Barbara,Idaho,1,0,Big West,Big Sky
UCF,South Florida,2,0,Big 12,AAC
UIC,Maine,2,1,MVC,Am East
UMBC,Navy,1,4,Am East,Patriot
UNC Asheville,Mercer,2,2,Big South,Southern
USC Upstate,The Citadel,2,2,Big South,Southern
UT Chattanooga,Belmont,3,1,Southern,MVC
Utah Tech,Portland State,1,0,WAC,Big Sky
VMI,LIU,1,2,Southern,Northeast
Vanderbilt,Middle Tennessee,0,6,SEC,C-USA
Vermont,Stonehill,1,3,Am East,Northeast
Virginia Tech,Northwestern,2,3,ACC,Big Ten
West Virginia,Villanova,0,0,Big 12,Big East
Western Carolina,East Carolina,1,1,Southern,AAC
Wisconsin,Marquette,1,0,Big Ten,Big East
Wofford,Gardner-Webb,2,2,Southern,Big South
Wright State,Akron,1,2,Horizon,MAC
Yale,Connecticut,1,0,Ivy,Big East
