Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week,Division
Oregon,California Baptist,0,1,Pac-12,WAC,4,d1
Oregon State,UC Irvine,3,2,Pac-12,Big West,4,d1
Penn,Lafayette,1,0,Ivy,Patriot,4,d1
Portland State,Iowa State,0,2,Big Sky,Big 12,4,d1
Purdue Fort Wayne,Eastern Michigan,2,2,Horizon,MAC,4,d1
Rhode Island,Wake Forest,1,3,A10,ACC,4,d1
Saint Joseph's,Temple,1,1,A10,AAC,4,d1
Sam Houston State,Rice,2,2,C-USA,AAC,4,d1
Seattle,Portland,0,1,WAC,WCC,4,d1
South Alabama,Mississippi State,1,1,Sun Belt,SEC,4,d1
South Dakota,Northern Iowa,1,3,Summit,MVC,4,d1
South Dakota State,Grand Canyon,1,0,Summit,WAC,4,d1
Southern Indiana,Austin Peay,2,0,OVC,Atlantic Sun,4,d1
Stonehill,Bryant,0,2,Northeast,Am East,4,d1
Stony Brook,Campbell,0,0,CAA,CAA,4,d1
Tennessee,Radford,3,1,SEC,Big South,4,d1
Texas A&M,Grambling State,8,0,SEC,SWAC,4,d1
Texas State,Texas Southern,4,0,Sun Belt,SWAC,4,d1
Toledo,Northwood (Mich),2,1,MAC,GLIAC,4,d1
Towson,Delaware,0,0,CAA,CAA,4,d1
Troy,Samford,0,1,Sun Belt,Southern,4,d1
Tulsa,UTEP,4,0,AAC,C-USA,4,d1
UAB,Tennessee Tech,1,0,AAC,OVC,4,d1
UC Riverside,Fresno State,1,1,Big West,Mountain West,4,d1
UC San Diego,San Diego State,2,3,Big West,Mountain West,4,d1
UC Santa Barbara,San Francisco,1,1,Big West,WCC,4,d1
UMBC,High Point,0,1,Am East,Big South,4,d1
UMKC,Kansas,1,1,Summit,Big 12,4,d1
UNC Asheville,The Citadel,0,0,Big South,Southern,4,d1
UNC Greensboro,Coastal Carolina,3,0,Southern,Sun Belt,4,d1
UTSA,Texas A&M-Commerce,4,1,AAC,Southland,4,d1
Vanderbilt,Ball State,1,0,SEC,MAC,4,d1
West Virginia,Auburn,1,1,Big 12,SEC,4,d1
Western Illinois,Wisconsin-Green Bay,3,1,OVC,Horizon,4,d1
Wisconsin-Milwaukee,Marquette,0,1,Horizon,Big East,4,d1
Wyoming,Idaho State,0,3,Mountain West,Big Sky,4,d1
Yale,Seton Hall,2,1,Ivy,Big East,4,d1
Chicago State,Detroit Mercy,2,4,Indep.,Horizon,4,d1
Creighton,Minnesota,0,0,Big East,Big Ten,4,d1
Jackson State,Northwestern State,0,2,SWAC,Southland,4,d1
Le Moyne,Robert Morris,1,1,Northeast,Horizon,4,d1
North Dakota State,Northern Colorado,1,0,Summit,Big Sky,4,d1
North Dakota State,Northern Colorado,1,0,Summit,Big Sky,4,d1
Pacific,Southern Utah,3,1,WCC,WAC,4,d1
Prairie View A&M,UTRGV,0,3,SWAC,WAC,4,d1
Tarleton State,Texas A&M-Corpus Christi,1,3,WAC,Southland,4,d1
Utah Tech,Northern Arizona,0,1,WAC,Big Sky,4,d1
Wofford,Charleston Southern,1,1,Southern,Big South,4,d1
Youngstown State,Valparaiso,0,2,Horizon,MVC,4,d1
Utah,BYU,1,6,Pac-12,Big 12,4,d1
Jacksonville,Warner,3,0,Atlantic Sun,The Sun,4,d1
Mount St. Mary's,Iona University,1,1,MAAC,MAAC,4,d1
Niagara,Quinnipiac,0,4,MAAC,MAAC,4,d1
Northern Iowa,UT Martin,3,1,MVC,OVC,4,d1
Rider,Marist,0,1,MAAC,MAAC,4,d1
Saint Peter's,Canisius,1,3,MAAC,MAAC,4,d1
Siena College,Manhattan,1,1,MAAC,MAAC,4,d1
St. John's,Lehigh,2,4,Big East,Patriot,4,d1
Florida State,Florida,1,0,ACC,SEC,4,d1
Georgetown,Stanford,1,1,Big East,Pac-12,4,d1
Alabama,North Carolina,1,1,SEC,ACC,4,d1
CSUN,UCLA,0,3,Big West,Pac-12,4,d1
Bowling Green,Notre Dame,0,3,MAC,ACC,4,d1
South Carolina,Furman,2,0,SEC,Southern,4,d1
Cincinnati,Pittsburgh,1,2,Big 12,ACC,4,d1
Cal Poly,Santa Clara,1,1,Big West,WCC,4,d1
Texas,Gonzaga,0,0,Big 12,WCC,4,d1
Xavier,Bellarmine,2,0,Big East,Atlantic Sun,4,d1
Butler,TCU,2,1,Big East,Big 12,4,d1
Nebraska,Saint Louis,2,3,Big Ten,A10,4,d1
Washington State,Kansas,1,0,Pac-12,Big 12,4,d1
Alabama State,Georgia State,1,5,SWAC,Sun Belt,4,d1
Albany,Fordham,1,0,Am East,A10,4,d1
Alcorn State,East Mississippi Community College,10,0,SWAC,MACJC,4,d1
Arizona,Utah State,1,0,Pac-12,Mountain West,4,d1
Arizona State,Texas Tech,0,1,Pac-12,Big 12,4,d1
Arkansas Pine Bluff,Tarleton State,1,0,SWAC,WAC,4,d1
Army,Colorado College,3,0,Patriot,Mountain West,4,d1
Ball State,Austin Peay,3,0,MAC,Atlantic Sun,4,d1
Baylor,Abilene Christian,7,0,Big 12,WAC,4,d1
Binghamton,Maryland,0,1,Am East,Big Ten,4,d1
Boise State,Oregon State,0,0,Mountain West,Pac-12,4,d1
Boston College,Sacred Heart,3,2,ACC,Northeast,4,d1
Boston University,New Hampshire,2,1,Patriot,Am East,4,d1
Bucknell,Air Force,2,1,Patriot,Mountain West,4,d1
Buffalo,Cornell,1,1,MAC,Ivy,4,d1
CSU Bakersfield,UNLV,1,3,Big West,Mountain West,4,d1
California,Cal State Fullerton,0,1,Pac-12,Big West,4,d1
California Baptist,Fresno State,2,1,WAC,Mountain West,4,d1
Central Arkansas,Tulsa,0,2,Atlantic Sun,AAC,4,d1
Central Michigan,Purdue Fort Wayne,2,1,MAC,Horizon,4,d1
Coastal Carolina,Stetson,3,0,Sun Belt,Atlantic Sun,4,d1
Colorado,Colgate,2,1,Pac-12,Patriot,4,d1
Columbia,Fairleigh Dickinson,8,0,Ivy,Northeast,4,d1
Dartmouth,Central Connecticut,1,0,Ivy,Northeast,4,d1
Davidson,Presbyterian,3,0,A10,Big South,4,d1
DePaul,Loyola-Chicago,0,1,Big East,A10,4,d1
Delaware,William & Mary,0,1,CAA,CAA,4,d1
Detroit Mercy,Concordia (Mich.),6,0,Horizon,Wolverine-Hoosier,4,d1
Drake,Omaha,1,0,MVC,Summit,4,d1
Eastern Illinois,Chicago State,1,2,OVC,Indep.,4,d1
Eastern Michigan,Valparaiso,1,1,MAC,MVC,4,d1
Eastern Washington,St. Mary's (CA),3,6,Big Sky,WCC,4,d1
Fairfield,Syracuse,0,0,MAAC,ACC,4,d1
Florida Atlantic,Tennessee,0,2,AAC,SEC,4,d1
Florida International,FGCU,0,1,C-USA,Atlantic Sun,4,d1
George Mason,Iowa,0,3,A10,Big Ten,4,d1
George Washington,American,3,3,A10,Patriot,4,d1
Georgia,Clemson,1,1,SEC,ACC,4,d1
Hampton University,Stony Brook,1,6,CAA,CAA,4,d1
Harvard,NC State,2,0,Ivy,ACC,4,d1
Hofstra,Campbell,1,0,CAA,CAA,4,d1
Houston,Texas State,0,1,Big 12,Sun Belt,4,d1
IUPUI,Lindenwood,3,1,Horizon,OVC,4,d1
Idaho State,Colorado State,1,2,Big Sky,Mountain West,4,d1
Illinois,Pepperdine,3,2,Big Ten,WCC,4,d1
Illinois State,Western Illinois,4,1,MVC,OVC,4,d1
Incarnate Word,Sam Houston State,0,1,Southland,C-USA,4,d1
Indiana,Hanover College,6,0,Big Ten,Heartland Collegiate,4,d1
Indiana State,SIUE,2,1,MVC,OVC,4,d1
Iowa State,Kentucky,0,3,Big 12,SEC,4,d1
Jacksonville State,North Alabama,0,1,C-USA,Atlantic Sun,4,d1
James Madison,Ohio University,1,0,Sun Belt,MAC,4,d1
Kansas State,Oral Roberts,1,2,Big 12,Summit,4,d1
Kent State,Duquesne,2,1,MAC,A10,4,d1
LSU,Northwestern State,2,1,SEC,Southland,4,d1
Little Rock,Alabama A&M,3,0,OVC,SWAC,4,d1
Long Beach State,Utah Valley,1,1,Big West,WAC,4,d1
Louisiana,Lamar,0,2,Sun Belt,Southland,4,d1
Louisville,Wyoming,2,2,ACC,Mountain West,4,d1
Loyola (MD),Longwood,3,1,Patriot,Big South,4,d1
Marshall,Liberty,0,2,Sun Belt,C-USA,4,d1
McNeese State,Southern University,1,1,Southland,SWAC,4,d1
Miami (OH),Eastern Kentucky,1,0,MAC,Atlantic Sun,4,d1
Michigan,Western Michigan,3,2,Big Ten,MAC,4,d1
Michigan State,Dayton,2,2,Big Ten,A10,4,d1
Mississippi,Louisiana Tech,6,2,SEC,C-USA,4,d1
Mississippi State,Louisiana-Monroe,1,0,SEC,Sun Belt,4,d1
Missouri State,Missouri,0,2,MVC,SEC,4,d1
Montana,Georgia Southern,0,1,Big Sky,Sun Belt,4,d1
Murray State,Southeast Missouri State,0,2,MVC,OVC,4,d1
NJIT,Wagner,1,1,Am East,Northeast,4,d1
New Mexico,New Mexico State,3,1,Mountain West,C-USA,4,d1
North Dakota,Grand Canyon,0,2,Summit,WAC,4,d1
North Dakota State,Creighton,2,3,Summit,Big East,4,d1
North Florida,Troy,2,1,Atlantic Sun,Sun Belt,4,d1
North Texas,UTRGV,4,0,AAC,WAC,4,d1
Northeastern,Drexel,2,2,CAA,CAA,4,d1
Northern Arizona,San Diego,2,0,Big Sky,WCC,4,d1
Northern Kentucky,Morehead State,3,0,Horizon,OVC,4,d1
Ohio State,Auburn,2,0,Big Ten,SEC,4,d1
Old Dominion,High Point,3,0,Sun Belt,Big South,4,d1
Oregon,Denver,0,2,Pac-12,Summit,4,d1
Portland,UC Irvine,1,0,WCC,Big West,4,d1
Purdue,Western Kentucky,2,1,Big Ten,C-USA,4,d1
Queens (N.C.),South Carolina State,8,0,Atlantic Sun,Indep.,4,d1
Radford,Appalachian State,3,1,Big South,Sun Belt,4,d1
Rice,Texas A&M,0,4,AAC,SEC,4,d1
Richmond,Charlotte,2,3,A10,AAC,4,d1
Rutgers,Massachusetts,1,0,Big Ten,A10,4,d1
SMU,Oklahoma State,1,0,AAC,Big 12,4,d1
Sacramento State,Pacific,2,3,Big Sky,WCC,4,d1
Saint Joseph's,Penn,0,1,A10,Ivy,4,d1
Samford,Kennesaw State,3,0,Southern,Atlantic Sun,4,d1
San Jose State,Southern Utah,4,0,Mountain West,WAC,4,d1
Seattle,Washington,0,0,WAC,Pac-12,4,d1
Seton Hall,Le Moyne,4,0,Big East,Northeast,4,d1
South Alabama,UAB,3,0,Sun Belt,AAC,4,d1
South Dakota State,Wisconsin-Green Bay,5,0,Summit,Horizon,4,d1
Southeastern Louisiana,Jackson State,1,0,Southland,SWAC,4,d1
Southern Indiana,Northern Illinois,1,1,OVC,MAC,4,d1
Southern Mississippi,Nicholls,6,0,Sun Belt,Southland,4,d1
Stephen F. Austin,UTSA,0,3,WAC,AAC,4,d1
Temple,La Salle,2,2,AAC,A10,4,d1
Tennessee Tech,Lipscomb,3,1,OVC,Atlantic Sun,4,d1
Texas A&M-Commerce,UTEP,3,2,Southland,C-USA,4,d1
Texas Southern,Houston Christian,0,2,SWAC,Southland,4,d1
Toledo,Oakland,1,2,MAC,Horizon,4,d1
Towson,College of Charleston,2,1,CAA,CAA,4,d1
UC Riverside,San Francisco,2,5,Big West,WCC,4,d1
UC San Diego,Loyola Marymount,0,1,Big West,WCC,4,d1
UC Santa Barbara,Idaho,1,0,Big West,Big Sky,4,d1
UCF,South Florida,2,0,Big 12,AAC,4,d1
UIC,Maine,1,2,MVC,Am East,4,d1
UMBC,Navy,1,4,Am East,Patriot,4,d1
UNC Asheville,Mercer,2,2,Big South,Southern,4,d1
USC Upstate,The Citadel,2,2,Big South,Southern,4,d1
UT Chattanooga,Belmont,3,1,Southern,MVC,4,d1
Utah Tech,Portland State,1,0,WAC,Big Sky,4,d1
VMI,LIU,1,2,Southern,Northeast,4,d1
Vanderbilt,Middle Tennessee,6,0,SEC,C-USA,4,d1
Vermont,Stonehill,3,1,Am East,Northeast,4,d1
Virginia Tech,Northwestern,2,3,ACC,Big Ten,4,d1
West Virginia,Villanova,0,0,Big 12,Big East,4,d1
Western Carolina,East Carolina,1,1,Southern,AAC,4,d1
Wisconsin,Marquette,1,0,Big Ten,Big East,4,d1
Wofford,Gardner-Webb,2,2,Southern,Big South,4,d1
Wright State,Akron,2,1,Horizon,MAC,4,d1
Yale,Connecticut,0,1,Ivy,Big East,4,d1
