Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
Colorado College,Air Force,0,0,Mountain West,Mountain West,11
East Carolina,Charlotte,3,1,AAC,AAC,11
Eastern Kentucky,Queens (N.C.),0,0,Atlantic Sun,Atlantic Sun,11
Eastern Michigan,Miami (OH),0,4,MAC,MAC,11
Evansville,Murray State,0,1,MVC,MVC,11
Fairleigh Dickinson,Delaware State,0,3,Northeast,Northeast,11
Fresno State,San Jose State,0,3,Mountain West,Mountain West,11
Georgia,Auburn,0,0,SEC,SEC,11
Georgia State,Appalachian State,0,1,Sun Belt,Sun Belt,11
Howard,St. Francis (Pa.),3,0,Northeast,Northeast,11
James Madison,Coastal Carolina,1,0,Sun Belt,Sun Belt,11
Kennesaw State,Austin Peay,1,1,Atlantic Sun,Atlantic Sun,11
LIU,Merrimack,2,4,Northeast,Northeast,11
LSU,Texas A&M,0,0,SEC,SEC,11
Long Beach State,Hawaii,2,4,Big West,Big West,11
Louisiana,Marshall,1,0,Sun Belt,Sun Belt,11
Louisiana-Monroe,Old Dominion,1,1,Sun Belt,Sun Belt,11
Louisville,Duke,1,0,ACC,ACC,11
Miami (FL),Wake Forest,2,0,ACC,ACC,11
Mississippi,Kentucky,1,0,SEC,SEC,11
Missouri,Alabama,1,2,SEC,SEC,11
NJIT,Binghamton,2,0,Am East,Am East,11
Nevada,UNLV,1,0,Mountain West,Mountain West,11
North Texas,SMU,3,1,AAC,AAC,11
Northeastern,William & Mary,1,1,CAA,CAA,11
Ohio University,Akron,3,0,MAC,MAC,11
Oregon,Washington,1,0,Pac-12,Pac-12,11
Oregon State,Washington State,2,2,Pac-12,Pac-12,11
Rice,UTSA,0,2,AAC,AAC,11
Sacred Heart,Le Moyne,0,2,Northeast,Northeast,11
San Diego State,New Mexico,0,2,Mountain West,Mountain West,11
Seton Hall,Connecticut,2,0,Big East,Big East,11
South Florida,Florida Atlantic,1,2,AAC,AAC,11
St. John's,DePaul,1,0,Big East,Big East,11
Stony Brook,Monmouth,0,3,CAA,CAA,11
Syracuse,Virginia,4,0,ACC,ACC,11
Texas State,Southern Mississippi,3,3,Sun Belt,Sun Belt,11
UAB,Temple,4,0,AAC,AAC,11
UC Irvine,UC Davis,1,0,Big West,Big West,11
Valparaiso,Belmont,0,1,MVC,MVC,11
Vanderbilt,Tennessee,0,1,SEC,SEC,11
Villanova,Providence,0,1,Big East,Big East,11
Western Michigan,Toledo,1,3,MAC,MAC,11
Wyoming,Colorado State,0,1,Mountain West,Mountain West,11
Saint Louis,VCU,0,2,A10,A10,11
Alabama A&M,Alabama State,0,1,SWAC,SWAC,11
Dayton,Saint Joseph's,0,1,A10,A10,11
East Tennessee State,Mercer,1,0,Southern,Southern,11
Eastern Illinois,Southeast Missouri State,0,1,OVC,OVC,11
Grambling State,Arkansas Pine Bluff,0,3,SWAC,SWAC,11
Houston Christian,Incarnate Word,0,2,Southland,Southland,11
Jackson State,Southern University,0,1,SWAC,SWAC,11
La Salle,Rhode Island,0,2,A10,A10,11
Lamar,Southeastern Louisiana,4,1,Southland,Southland,11
Maine,New Hampshire,0,0,Am East,Am East,11
Massachusetts,Duquesne,1,2,A10,A10,11
McNeese State,Texas A&M-Commerce,0,1,Southland,Southland,11
Middle Tennessee,Florida International,2,0,C-USA,C-USA,11
Mississippi Valley,Alcorn State,0,0,SWAC,SWAC,11
Nicholls,Northwestern State,2,2,Southland,Southland,11
Oral Roberts,UMKC,1,2,Summit,Summit,11
Prairie View A&M,Texas Southern,0,1,SWAC,SWAC,11
Samford,UT Chattanooga,2,3,Southern,Southern,11
San Diego,Pepperdine,7,0,WCC,WCC,11
South Dakota,Omaha,0,2,Summit,Summit,11
UNC Greensboro,Furman,2,2,Southern,Southern,11
UT Martin,Little Rock,0,1,OVC,OVC,11
Western Carolina,Wofford,0,5,Southern,Southern,11
Western Kentucky,New Mexico State,0,1,C-USA,C-USA,11
Brown,Dartmouth,2,0,Ivy,Ivy,11
Yale,Harvard,2,5,Ivy,Ivy,11
Cincinnati,Baylor,2,3,Big 12,Big 12,11
Loyola Marymount,Pacific,2,1,WCC,WCC,11
Oklahoma State,Oklahoma,0,1,Big 12,Big 12,11
Penn,Cornell,2,1,Ivy,Ivy,11
Portland,San Francisco,4,1,WCC,WCC,11
Princeton,Columbia,0,1,Ivy,Ivy,11
Sam Houston State,UTEP,0,0,C-USA,C-USA,11
South Carolina State,South Carolina-Aiken,2,2,Indep.,Peach Belt,11
UCLA,Stanford,1,1,Pac-12,Pac-12,11
Clemson,Wake Forest,1,0,ACC,ACC,11
North Carolina,Pittsburgh,1,2,ACC,ACC,11
Penn State,Indiana,3,0,Big Ten,Big Ten,11
USC,California,2,0,Pac-12,Pac-12,11
Nebraska,Ohio State,2,3,Big Ten,Big Ten,11
Michigan State,Iowa,1,2,Big Ten,Big Ten,11
Wisconsin,Rutgers,0,0,Big Ten,Big Ten,11
Colorado,Arizona State,0,4,Pac-12,Pac-12,11
Gonzaga,Santa Clara,1,0,WCC,WCC,11
Auburn,Tennessee,1,2,SEC,SEC,11
Ball State,Ohio University,0,2,MAC,MAC,11
Boise State,Nevada,0,2,Mountain West,Mountain West,11
Boston University,Lehigh,2,2,Patriot,Patriot,11
Cal Poly,Hawaii,2,1,Big West,Big West,11
Canisius,Rider,1,0,MAAC,MAAC,11
Connecticut,Butler,2,3,Big East,Big East,11
Denver,Omaha,2,2,Summit,Summit,11
East Tennessee State,Samford,0,2,Southern,Southern,11
FGCU,Austin Peay,2,3,Atlantic Sun,Atlantic Sun,11
Fairleigh Dickinson,Wagner,3,0,Northeast,Northeast,11
Fresno State,Colorado State,0,2,Mountain West,Mountain West,11
Hofstra,Monmouth,1,2,CAA,CAA,11
Howard,Sacred Heart,1,0,Northeast,Northeast,11
Kentucky,LSU,0,0,SEC,SEC,11
Long Beach State,UC Irvine,0,0,Big West,Big West,11
Louisiana Tech,Liberty,4,1,C-USA,C-USA,11
Loyola (MD),Colgate,0,2,Patriot,Patriot,11
Mount St. Mary's,Niagara,0,0,MAAC,MAAC,11
North Alabama,Queens (N.C.),1,0,Atlantic Sun,Atlantic Sun,11
Northern Illinois,Kent State,0,3,MAC,MAC,11
Northern Iowa,Valparaiso,1,0,MVC,MVC,11
Northern Kentucky,Detroit Mercy,1,0,Horizon,Horizon,11
Oregon,Washington State,2,2,Pac-12,Pac-12,11
Oregon State,Washington,0,0,Pac-12,Pac-12,11
Providence,St. John's,3,1,Big East,Big East,11
Robert Morris,Wright State,4,1,Horizon,Horizon,11
SIUE,Southeast Missouri State,1,1,OVC,OVC,11
South Dakota State,Oral Roberts,5,2,Summit,Summit,11
Southern Indiana,Little Rock,3,1,OVC,OVC,11
Southern Utah,Seattle,1,2,WAC,WAC,11
Towson,William & Mary,0,1,CAA,CAA,11
UIC,Murray State,0,0,MVC,MVC,11
Utah,Arizona,0,1,Pac-12,Pac-12,11
Utah Tech,Grand Canyon,0,3,WAC,WAC,11
Western Carolina,Furman,0,1,Southern,Southern,11
