Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week,Division
American,Boston University,1,2,Patriot,Patriot,5,d1
Army,Holy Cross,0,2,Patriot,Patriot,5,d1
Bellarmine,Lipscomb,2,3,Atlantic Sun,Atlantic Sun,5,d1
Bowling Green,Bradley,3,1,MVC,MVC,5,d1
Brown,Columbia,4,0,Ivy,Ivy,5,d1
Butler,Marquette,0,2,Big East,Big East,5,d1
Canisius,Quinnipiac,3,3,MAAC,MAAC,5,d1
Central Arkansas,Queens (N.C.),6,2,Atlantic Sun,Atlantic Sun,5,d1
Cleveland State,Wisconsin-Green Bay,1,1,Horizon,Horizon,5,d1
Coastal Carolina,James Madison,3,2,Sun Belt,Sun Belt,5,d1
Colgate,Loyola (MD),0,2,Patriot,Patriot,5,d1
Davidson,George Washington,3,0,A10,A10,5,d1
DePaul,Creighton,1,2,Big East,Big East,5,d1
Drexel,Elon,1,0,CAA,CAA,5,d1
Evansville,Northern Illinois,2,0,MVC,MVC,5,d1
FGCU,Stetson,4,0,Atlantic Sun,Atlantic Sun,5,d1
Gardner-Webb,Winthrop,3,4,Big South,Big South,5,d1
Harvard,Cornell,1,1,Ivy,Ivy,5,d1
High Point,USC Upstate,4,3,Big South,Big South,5,d1
Hofstra,William & Mary,2,1,CAA,CAA,5,d1
IUPUI,Oakland,2,1,Horizon,Horizon,5,d1
Jacksonville,North Florida,1,1,Atlantic Sun,Atlantic Sun,5,d1
Lehigh,Lafayette,0,1,Patriot,Patriot,5,d1
Loyola-Chicago,Duquesne,1,1,A10,A10,5,d1
Marist,Niagara,1,1,MAAC,MAAC,5,d1
Massachusetts,VCU,0,1,A10,A10,5,d1
Memphis,Florida International,1,2,AAC,AAC,5,d1
Mount St. Mary's,Manhattan,1,2,MAAC,MAAC,5,d1
NJIT,Massachusetts-Lowell,4,1,Am East,Am East,5,d1
Northeastern,Stony Brook,1,1,CAA,CAA,5,d1
Northern Kentucky,Detroit Mercy,0,1,Horizon,Horizon,5,d1
Pacific,Houston Christian,3,0,WCC,OVC,5,d1
Penn,Yale,1,1,Ivy,Ivy,5,d1
Princeton,Dartmouth,1,2,Ivy,Ivy,5,d1
Providence,Villanova,3,4,Big East,Big East,5,d1
Purdue Fort Wayne,Wright State,3,1,Horizon,Horizon,5,d1
Rhode Island,La Salle,0,0,A10,A10,5,d1
Saint Joseph's,Dayton,1,0,A10,A10,5,d1
Saint Louis,Fordham,2,1,A10,A10,5,d1
Seton Hall,Connecticut,4,2,Big East,Big East,5,d1
Siena College,Saint Peter's,3,1,MAAC,MAAC,5,d1
St. Bonaventure,George Mason,2,0,A10,A10,5,d1
Temple,UAB,2,2,AAC,AAC,5,d1
Tulsa,UNLV,1,2,AAC,WAC,5,d1
UC Irvine,UCLA,0,4,Big West,Pac-12,5,d1
UC Riverside,California Baptist,1,1,Big West,WAC,5,d1
UC San Diego,Utah Tech,1,2,Big West,WAC,5,d1
UC Santa Barbara,Cal Poly,2,0,Big West,Big West,5,d1
UIC,Drake,4,0,MVC,MVC,5,d1
UMKC,Omaha,1,1,Summit,Summit,5,d1
UNC Asheville,Presbyterian,2,3,Big South,Big South,5,d1
UNC Greensboro,Penn State,0,2,Southern,Big Ten,5,d1
UNC Wilmington,Campbell,4,0,CAA,CAA,5,d1
Utah Valley,Mercer,0,0,WAC,Southern,5,d1
Western Illinois,Oral Roberts,0,8,Summit,Summit,5,d1
Wisconsin-Milwaukee,Robert Morris,3,2,Horizon,Horizon,5,d1
Washington,Portland,3,1,Pac-12,WCC,5,d1
North Carolina,Duke,2,1,ACC,ACC,5,d1
Louisville,NC State,5,2,ACC,ACC,5,d1
Northwestern,Ohio State,4,2,Big Ten,Big Ten,5,d1
Old Dominion,Kentucky,1,0,Sun Belt,Sun Belt,5,d1
Cal State Fullerton,San Diego,2,0,Big West,WCC,5,d1
Central Connecticut,LIU,1,1,Northeast,Northeast,5,d1
Charlotte,Florida Atlantic,3,0,AAC,AAC,5,d1
Fairleigh Dickinson,Howard,4,2,Northeast,Northeast,5,d1
Incarnate Word,Gonzaga,4,2,OVC,WCC,5,d1
Le Moyne,Stonehill,2,2,Northeast,Northeast,5,d1
Navy,Bucknell,1,0,Patriot,Patriot,5,d1
Oregon State,Loyola Marymount,0,2,Pac-12,WCC,5,d1
Rider,Fairfield,2,0,MAAC,MAAC,5,d1
Sacred Heart,Merrimack,4,1,Northeast,Northeast,5,d1
Santa Clara,CSUN,1,0,WCC,Big West,5,d1
UC Davis,San Jose State,3,0,Big West,WAC,5,d1
Wisconsin,Maryland,1,0,Big Ten,Big Ten,5,d1
Pittsburgh,Denver,3,1,ACC,Summit,6,d1
Saint Joseph's,Yale,2,3,A10,Ivy,6,d1
Campbell,Wake Forest,1,3,CAA,ACC,6,d1
Massachusetts,Vermont,1,1,A10,Am East,6,d1
UNC Greensboro,West Virginia,1,2,Southern,Sun Belt,6,d1
Michigan State,Oakland,2,2,Big Ten,Horizon,6,d1
New Hampshire,Harvard,1,0,Am East,Ivy,6,d1
Duke,College of Charleston,3,2,ACC,CAA,6,d1
Quinnipiac,Bryant,0,3,MAAC,Am East,6,d1
Dayton,Cleveland State,2,1,A10,Horizon,6,d1
Drexel,NJIT,3,0,CAA,Am East,6,d1
Furman,Davidson,1,3,Southern,A10,6,d1
George Washington,Delaware,0,2,A10,CAA,6,d1
Georgia State,Lipscomb,3,3,Sun Belt,Atlantic Sun,6,d1
Hofstra,Binghamton,1,0,CAA,Am East,6,d1
IUPUI,Bellarmine,1,1,Horizon,Atlantic Sun,6,d1
Indiana,Michigan,0,0,Big Ten,Big Ten,6,d1
Mary Baldwin,Virginia Military Institute,1,5,USA South Athletic,Southern,6,d1
Monmouth,Princeton,1,4,CAA,Ivy,6,d1
Northern Kentucky,Western Illinois,2,1,Horizon,Summit,6,d1
Presbyterian,Belmont,1,3,Big South,MVC,6,d1
Robert Morris,St. Bonaventure,1,1,Horizon,A10,6,d1
South Carolina,USC Upstate,0,4,Sun Belt,Big South,6,d1
Stony Brook,St. Joseph's College (N.Y.),8,0,CAA,Skyline,6,d1
UAB,Georgia Southern,1,1,AAC,Sun Belt,6,d1
Virginia,East Tennessee State,1,0,ACC,Southern,6,d1
Virginia Tech,High Point,3,2,ACC,Big South,6,d1
Wofford,Winthrop,4,2,Southern,Big South,6,d1
Wright State,Western Michigan,0,1,Horizon,MVC,6,d1
VCU,Marshall,0,1,A10,Sun Belt,6,d1
SMU,Grand Canyon,1,1,AAC,WAC,6,d1
Saint Louis,Missouri State,1,1,A10,MVC,6,d1
Boston University,Holy Cross,3,0,Patriot,Patriot,6,d1
Bucknell,Loyola (MD),1,3,Patriot,Patriot,6,d1
CSUN,Cal State Fullerton,4,5,Big West,Big West,6,d1
Cal Poly,UC Davis,0,1,Big West,Big West,6,d1
Canisius,Le Moyne,2,2,MAAC,Northeast,6,d1
Colgate,Lehigh,1,2,Patriot,Patriot,6,d1
Lafayette,Army,1,0,Patriot,Patriot,6,d1
NC State,Gardner-Webb,3,1,ACC,Big South,6,d1
Penn State,Howard,3,1,Big Ten,Northeast,6,d1
Purdue Fort Wayne,Adrian,4,0,Horizon,MIAA,6,d1
Queens (N.C.),Radford,1,1,Atlantic Sun,Big South,6,d1
Sacramento State,CSU Bakersfield,1,1,Big West,Big West,6,d1
UC Irvine,UC Riverside,1,0,Big West,Big West,6,d1
UC San Diego,UC Santa Barbara,3,0,Big West,Big West,6,d1
UCLA,Stanford,2,2,Pac-12,Pac-12,6,d1
San Diego State,California,0,1,Pac-12,Pac-12,6,d1
Eastern Illinois,Lindenwood,2,1,OVC,OVC,6,d1
Incarnate Word,Houston Christian,3,3,OVC,OVC,6,d1
Liberty,Chicago State,7,1,OVC,OVC,6,d1
San Jose State,Air Force,1,0,WAC,WAC,6,d1
Seattle,Utah Valley,5,2,WAC,WAC,6,d1
Southern Indiana,SIUE,0,6,OVC,OVC,6,d1
Stonehill,Sacred Heart,1,1,Northeast,Northeast,6,d1
UTRGV,UNLV,3,2,WAC,WAC,6,d1
Kentucky,UCF,0,1,Sun Belt,Sun Belt,6,d1
Wake Forest,Boston College,1,0,ACC,ACC,6,d1
Duke,Syracuse,5,3,ACC,ACC,6,d1
Georgetown,Butler,5,0,Big East,Big East,6,d1
Virginia,Louisville,3,0,ACC,ACC,6,d1
Pittsburgh,North Carolina,0,0,ACC,ACC,6,d1
Akron,Seton Hall,3,1,Big East,Big East,6,d1
New Hampshire,Albany,0,0,Am East,Am East,6,d1
Maryland,Northwestern,0,2,Big Ten,Big Ten,6,d1
Clemson,Virginia Tech,2,1,ACC,ACC,6,d1
Charlotte,Temple,3,1,AAC,AAC,6,d1
Connecticut,Villanova,1,0,Big East,Big East,6,d1
Creighton,Xavier,0,1,Big East,Big East,6,d1
Florida Atlantic,Memphis,1,0,AAC,AAC,6,d1
Florida International,South Florida,2,1,AAC,AAC,6,d1
Marquette,St. John's,0,1,Big East,Big East,6,d1
Providence,DePaul,4,0,Big East,Big East,6,d1
Rutgers,Ohio State,0,2,Big Ten,Big Ten,6,d1
San Diego,San Francisco,1,0,WCC,WCC,6,d1
St. Thomas (Minn.),UMKC,1,1,Summit,Summit,6,d1
Tulsa,UAB,1,0,AAC,AAC,6,d1
Vermont,Massachusetts-Lowell,2,1,Am East,Am East,6,d1
Georgia State,West Virginia,3,4,Sun Belt,Sun Belt,6,d1
Bradley,Missouri State,0,6,MVC,MVC,6,d1
Washington,Oregon State,0,2,Pac-12,Pac-12,6,d1
Portland,Pacific,4,0,WCC,WCC,6,d1
Denver,Oral Roberts,1,1,Summit,Summit,6,d1
UMBC,Bryant,0,0,Am East,Am East,6,d1
Binghamton,NJIT,1,1,Am East,Am East,6,d1
Boston University,Colgate,0,0,Patriot,Patriot,6,d1
Bowling Green,Evansville,4,2,MVC,MVC,6,d1
CSUN,CSU Bakersfield,0,1,Big West,Big West,6,d1
Cal State Fullerton,UC Davis,1,0,Big West,Big West,6,d1
Campbell,Northeastern,1,0,CAA,CAA,6,d1
Cleveland State,Northern Kentucky,2,1,Horizon,Horizon,6,d1
Columbia,Harvard,1,3,Ivy,Ivy,6,d1
Cornell,Brown,1,1,Ivy,Ivy,6,d1
Dartmouth,Penn,2,0,Ivy,Ivy,6,d1
Dayton,St. Bonaventure,1,0,A10,A10,6,d1
Detroit Mercy,IUPUI,2,2,Horizon,Horizon,6,d1
East Tennessee State,Wofford,0,0,Southern,Southern,6,d1
Elon,Hofstra,0,3,CAA,CAA,6,d1
Fairfield,Niagara,0,2,MAAC,MAAC,6,d1
Fordham,Davidson,2,1,A10,A10,6,d1
Furman,UNC Greensboro,1,0,Southern,Southern,6,d1
Gonzaga,Loyola Marymount,0,1,WCC,WCC,6,d1
James Madison,South Carolina,1,1,Sun Belt,Sun Belt,6,d1
La Salle,George Mason,2,1,A10,A10,6,d1
Lipscomb,Central Arkansas,6,3,Atlantic Sun,Atlantic Sun,6,d1
Longwood,UNC Asheville,0,1,Big South,Big South,6,d1
Loyola (MD),Army,2,0,Patriot,Patriot,6,d1
Loyola-Chicago,VCU,1,2,A10,A10,6,d1
Marist,Manhattan,2,3,MAAC,MAAC,6,d1
Massachusetts,George Washington,3,0,A10,A10,6,d1
Monmouth,College of Charleston,2,1,CAA,CAA,6,d1
Navy,Lehigh,2,0,Patriot,Patriot,6,d1
North Florida,FGCU,1,2,Atlantic Sun,Atlantic Sun,6,d1
Oakland,Wisconsin-Milwaukee,2,1,Horizon,Horizon,6,d1
Old Dominion,Coastal Carolina,3,1,Sun Belt,Sun Belt,6,d1
Omaha,Western Illinois,3,0,Summit,Summit,6,d1
Presbyterian,Gardner-Webb,1,1,Big South,Big South,6,d1
Queens (N.C.),Bellarmine,0,1,Atlantic Sun,Atlantic Sun,6,d1
Quinnipiac,Rider,1,1,MAAC,MAAC,6,d1
Robert Morris,Purdue Fort Wayne,3,0,Horizon,Horizon,6,d1
Sacramento State,UC San Diego,0,0,Big West,Big West,6,d1
Saint Joseph's,Duquesne,1,2,A10,A10,6,d1
Saint Louis,Rhode Island,2,0,A10,A10,6,d1
Saint Peter's,Mount St. Mary's,3,1,MAAC,MAAC,6,d1
St. Mary's (CA),Santa Clara,1,3,WCC,WCC,6,d1
Stetson,Jacksonville,1,1,Atlantic Sun,Atlantic Sun,6,d1
Stony Brook,UNC Wilmington,3,1,CAA,CAA,6,d1
UC Riverside,Cal Poly,1,1,Big West,Big West,6,d1
UC Santa Barbara,UC Irvine,0,0,Big West,Big West,6,d1
UIC,Western Michigan,0,1,MVC,MVC,6,d1
Virginia Military Institute,Mercer,1,5,Southern,Southern,6,d1
William & Mary,Drexel,2,2,CAA,CAA,6,d1
Winthrop,USC Upstate,1,1,Big South,Big South,6,d1
Wisconsin-Green Bay,Wright State,0,2,Horizon,Horizon,6,d1
Yale,Princeton,1,1,Ivy,Ivy,6,d1
Georgia Southern,Marshall,1,3,Sun Belt,Sun Belt,6,d1
San Diego State,Stanford,0,0,Pac-12,Pac-12,6,d1
Michigan State,Penn State,0,0,Big Ten,Big Ten,6,d1
NC State,Notre Dame,1,3,ACC,ACC,6,d1
Belmont,Drake,2,1,MVC,MVC,6,d1
Bucknell,American,3,3,Patriot,Patriot,6,d1
California Baptist,Grand Canyon,3,0,WAC,WAC,6,d1
Central Connecticut,Le Moyne,2,3,Northeast,Northeast,6,d1
Chicago State,Incarnate Word,2,3,OVC,OVC,6,d1
Eastern Illinois,SIUE,0,1,OVC,OVC,6,d1
Holy Cross,Lafayette,0,1,Patriot,Patriot,6,d1
Iona University,Canisius,4,1,MAAC,MAAC,6,d1
Liberty,Houston Christian,3,1,OVC,OVC,6,d1
Lindenwood,Southern Indiana,1,0,OVC,OVC,6,d1
Merrimack,Howard,6,0,Northeast,Northeast,6,d1
Michigan,Wisconsin,1,1,Big Ten,Big Ten,6,d1
Sacred Heart,LIU,1,2,Northeast,Northeast,6,d1
San Jose State,Utah Valley,1,1,WAC,WAC,6,d1
Seattle,Air Force,2,0,WAC,WAC,6,d1
St. Francis (Pa.),Fairleigh Dickinson,1,1,Northeast,Northeast,6,d1
UCLA,California,2,1,Pac-12,Pac-12,6,d1
UTRGV,Utah Tech,0,1,WAC,WAC,6,d1
Louisville,UMKC,3,2,ACC,Summit,7,d1
Boston College,Suffolk,2,0,ACC,Great Northeast,7,d1
Marquette,Northern Illinois,0,1,Big East,MVC,7,d1
Radford,High Point,1,2,Big South,Big South,7,d1
Princeton,Georgetown,0,3,Ivy,Big East,7,d1
Akron,Northern Kentucky,2,0,Big East,Horizon,7,d1
North Carolina,Elon,2,0,ACC,CAA,7,d1
Syracuse,Colgate,1,0,ACC,Patriot,7,d1
Connecticut,Vermont,0,2,Big East,Am East,7,d1
Northwestern,Wisconsin-Green Bay,0,0,Big Ten,Horizon,7,d1
Clemson,Winthrop,4,1,ACC,Big South,7,d1
Brown,Stonehill,3,1,Ivy,Northeast,7,d1
Butler,IUPUI,3,1,Big East,Horizon,7,d1
College of Charleston,Queens (N.C.),0,1,CAA,Atlantic Sun,7,d1
Cornell,Albany,3,2,Ivy,Am East,7,d1
Creighton,Omaha,2,2,Big East,Summit,7,d1
Dartmouth,Bryant,1,3,Ivy,Am East,7,d1
Delaware,Lehigh,2,2,CAA,Patriot,7,d1
Detroit Mercy,Bowling Green,0,0,Horizon,MVC,7,d1
Furman,USC Upstate,2,0,Southern,Big South,7,d1
Holy Cross,Massachusetts-Lowell,5,4,Patriot,Am East,7,d1
Kentucky,Indiana,1,1,Sun Belt,Big Ten,7,d1
Longwood,Virginia Military Institute,2,1,Big South,Southern,7,d1
Maryland,Rutgers,1,2,Big Ten,Big Ten,7,d1
Northeastern,New Hampshire,0,3,CAA,Am East,7,d1
Ohio State,Xavier,0,0,Big Ten,Big East,7,d1
Old Dominion,Campbell,1,0,Sun Belt,CAA,7,d1
Presbyterian,Wofford,0,2,Big South,Southern,7,d1
Providence,Siena College,1,0,Big East,MAAC,7,d1
Seton Hall,Stony Brook,0,0,Big East,CAA,7,d1
South Carolina,Jacksonville,1,0,Sun Belt,Atlantic Sun,7,d1
St. John's,Columbia,2,1,Big East,Ivy,7,d1
St. Thomas (Minn.),Wisconsin-Milwaukee,1,0,Summit,Horizon,7,d1
UMBC,Navy,4,4,Am East,Patriot,7,d1
Virginia,Hofstra,1,1,ACC,CAA,7,d1
West Virginia,Loyola (MD),1,1,Sun Belt,Patriot,7,d1
SMU,Charlotte,1,0,AAC,AAC,7,d1
Missouri State,Memphis,0,1,MVC,AAC,7,d1
UC San Diego,Cal State Fullerton,1,4,Big West,Big West,7,d1
CSU Bakersfield,UC Irvine,2,0,Big West,Big West,7,d1
Cal Poly,CSUN,2,0,Big West,Big West,7,d1
Davidson,Duquesne,2,1,A10,A10,7,d1
Dayton,VCU,1,1,A10,A10,7,d1
DePaul,UIC,3,1,Big East,MVC,7,d1
Fordham,Saint Joseph's,2,1,A10,A10,7,d1
George Mason,Rhode Island,4,2,A10,A10,7,d1
George Washington,Saint Louis,0,2,A10,A10,7,d1
La Salle,Loyola-Chicago,0,3,A10,A10,7,d1
Mercer,Georgia State,1,2,Southern,Sun Belt,7,d1
St. Bonaventure,Massachusetts,2,5,A10,A10,7,d1
Temple,Florida Atlantic,3,0,AAC,AAC,7,d1
UAB,Florida International,0,1,AAC,AAC,7,d1
UC Davis,UC Santa Barbara,1,2,Big West,Big West,7,d1
UC Riverside,Sacramento State,2,0,Big West,Big West,7,d1
Washington,San Diego State,3,1,Pac-12,Pac-12,7,d1
Grand Canyon,Seattle,1,1,WAC,WAC,7,d1
Oregon State,UCLA,2,2,Pac-12,Pac-12,7,d1
California Baptist,UTRGV,3,0,WAC,WAC,7,d1
Chicago State,Liberty,2,0,OVC,OVC,7,d1
Fairleigh Dickinson,Le Moyne,2,0,Northeast,Northeast,7,d1
Houston Christian,Southern Indiana,1,1,OVC,OVC,7,d1
Incarnate Word,Eastern Illinois,4,2,OVC,OVC,7,d1
SIUE,Lindenwood,2,2,OVC,OVC,7,d1
Tulsa,South Florida,1,2,AAC,AAC,7,d1
UNLV,San Jose State,2,0,WAC,WAC,7,d1
Utah Tech,Utah Valley,2,1,WAC,WAC,7,d1
NC State,Wake Forest,0,3,ACC,ACC,7,d1
Santa Clara,Portland,1,0,WCC,WCC,7,d1
Pittsburgh,Virginia Tech,3,1,ACC,ACC,7,d1
North Carolina,Syracuse,0,1,ACC,ACC,7,d1
Clemson,Louisville,4,0,ACC,ACC,7,d1
Wisconsin,Michigan State,1,3,Big Ten,Big Ten,7,d1
Boston College,Virginia,1,1,ACC,ACC,7,d1
Bradley,Belmont,1,3,MVC,MVC,7,d1
East Tennessee State,UNC Greensboro,6,0,Southern,Southern,7,d1
Gardner-Webb,UNC Asheville,2,2,Big South,Big South,7,d1
Ohio State,Michigan,0,0,Big Ten,Big Ten,7,d1
Marshall,Georgia State,2,0,Sun Belt,Sun Belt,7,d1
UCF,Georgia Southern,2,0,Sun Belt,Sun Belt,7,d1
Georgetown,Connecticut,3,0,Big East,Big East,7,d1
Akron,DePaul,3,0,Big East,Big East,7,d1
Notre Dame,Duke,1,0,ACC,ACC,7,d1
NJIT,Vermont,1,0,Am East,Am East,7,d1
CSU Bakersfield,Cal State Fullerton,1,2,Big West,Big West,7,d1
Albany,Binghamton,1,3,Am East,Am East,7,d1
Boston University,Navy,4,1,Patriot,Patriot,7,d1
Butler,Creighton,2,2,Big East,Big East,7,d1
CSUN,Sacramento State,1,1,Big West,Big West,7,d1
Canisius,Fairfield,1,1,MAAC,MAAC,7,d1
Coastal Carolina,Kentucky,1,1,Sun Belt,Sun Belt,7,d1
Colgate,Bucknell,1,0,Patriot,Patriot,7,d1
College of Charleston,Stony Brook,0,1,CAA,CAA,7,d1
Dayton,Loyola-Chicago,3,3,A10,A10,7,d1
Drake,Northern Illinois,1,1,MVC,MVC,7,d1
Drexel,Delaware,3,3,CAA,CAA,7,d1
Duquesne,George Mason,0,1,A10,A10,7,d1
Evansville,Western Michigan,2,2,MVC,MVC,7,d1
FGCU,Bellarmine,1,1,Atlantic Sun,Atlantic Sun,7,d1
George Washington,St. Bonaventure,1,1,A10,A10,7,d1
Harvard,Brown,0,0,Ivy,Ivy,7,d1
Hofstra,Monmouth,1,0,CAA,CAA,7,d1
IUPUI,Cleveland State,0,1,Horizon,Horizon,7,d1
Iona University,Quinnipiac,2,1,MAAC,MAAC,7,d1
Jacksonville,Central Arkansas,3,2,Atlantic Sun,Atlantic Sun,7,d1
Lafayette,American,2,2,Patriot,Patriot,7,d1
Lehigh,Army,1,1,Patriot,Patriot,7,d1
Longwood,High Point,0,4,Big South,Big South,7,d1
Loyola (MD),Holy Cross,2,0,Patriot,Patriot,7,d1
Manhattan,Rider,2,0,MAAC,MAAC,7,d1
Marquette,Xavier,1,2,Big East,Big East,7,d1
Maryland,Bowling Green,1,0,Big Ten,MVC,7,d1
Massachusetts-Lowell,UMBC,1,2,Am East,Am East,7,d1
Mount St. Mary's,Marist,1,1,MAAC,MAAC,7,d1
New Hampshire,Bryant,1,1,Am East,Am East,7,d1
Niagara,Siena College,0,1,MAAC,MAAC,7,d1
North Florida,Lipscomb,1,2,Atlantic Sun,Atlantic Sun,7,d1
Northeastern,Elon,2,2,CAA,CAA,7,d1
Northern Kentucky,Wisconsin-Green Bay,1,2,Horizon,Horizon,7,d1
Oral Roberts,Omaha,5,2,Summit,Summit,7,d1
Pacific,Loyola Marymount,1,1,WCC,WCC,7,d1
Penn,Cornell,1,0,Ivy,Ivy,7,d1
Penn State,Indiana,1,2,Big Ten,Big Ten,7,d1
Princeton,Columbia,4,0,Ivy,Ivy,7,d1
Purdue Fort Wayne,Oakland,1,2,Horizon,Horizon,7,d1
Rhode Island,Fordham,1,0,A10,A10,7,d1
Saint Joseph's,Massachusetts,1,2,A10,A10,7,d1
Saint Louis,La Salle,1,0,A10,A10,7,d1
San Francisco,Gonzaga,0,0,WCC,WCC,7,d1
South Carolina,Old Dominion,1,0,Sun Belt,Sun Belt,7,d1
St. John's,Providence,0,0,Big East,Big East,7,d1
St. Mary's (CA),San Diego,1,2,WCC,WCC,7,d1
Stetson,Queens (N.C.),0,3,Atlantic Sun,Atlantic Sun,7,d1
UC Irvine,UC Davis,0,1,Big West,Big West,7,d1
UC Santa Barbara,UC Riverside,2,1,Big West,Big West,7,d1
UMKC,Denver,0,1,Summit,Summit,7,d1
UNC Wilmington,William & Mary,0,0,CAA,CAA,7,d1
USC Upstate,Presbyterian,2,4,Big South,Big South,7,d1
VCU,Davidson,0,1,A10,A10,7,d1
Villanova,Seton Hall,3,3,Big East,Big East,7,d1
Virginia Military Institute,Furman,0,1,Southern,Southern,7,d1
Western Illinois,St. Thomas (Minn.),3,2,Summit,Summit,7,d1
Winthrop,Radford,1,0,Big South,Big South,7,d1
Wisconsin-Milwaukee,Detroit Mercy,1,0,Horizon,Horizon,7,d1
Wofford,Mercer,2,0,Southern,Southern,7,d1
Wright State,Robert Morris,1,1,Horizon,Horizon,7,d1
Yale,Dartmouth,2,0,Ivy,Ivy,7,d1
West Virginia,James Madison,2,2,Sun Belt,Sun Belt,7,d1
Florida International,SMU,2,2,AAC,AAC,7,d1
Missouri State,UIC,0,0,MVC,MVC,7,d1
Northwestern,Rutgers,2,0,Big Ten,Big Ten,7,d1
Washington,UCLA,2,4,Pac-12,Pac-12,7,d1
Oregon State,San Diego State,2,2,Pac-12,Pac-12,7,d1
Air Force,UNLV,1,2,WAC,WAC,7,d1
Cal Poly,UC San Diego,3,1,Big West,Big West,7,d1
Chicago State,Lindenwood,0,1,OVC,OVC,7,d1
Fairleigh Dickinson,Sacred Heart,0,0,Northeast,Northeast,7,d1
Florida Atlantic,UAB,2,0,AAC,AAC,7,d1
Grand Canyon,UTRGV,4,1,WAC,WAC,7,d1
Houston Christian,Eastern Illinois,4,1,OVC,OVC,7,d1
Howard,Stonehill,2,3,Northeast,Northeast,7,d1
Incarnate Word,Southern Indiana,4,0,OVC,OVC,7,d1
LIU,Merrimack,2,2,Northeast,Northeast,7,d1
Liberty,SIUE,0,2,OVC,OVC,7,d1
Memphis,Tulsa,2,1,AAC,AAC,7,d1
South Florida,Charlotte,1,2,AAC,AAC,7,d1
St. Francis (Pa.),Central Connecticut,1,0,Northeast,Northeast,7,d1
Utah Tech,San Jose State,0,3,WAC,WAC,7,d1
Stanford,Santa Clara,2,0,Pac-12,WCC,8,d1
Wisconsin,Bradley,1,1,Big Ten,MVC,8,d1
Wake Forest,Wofford,2,0,ACC,Southern,8,d1
Cleveland State,Akron,0,3,Horizon,Big East,8,d1
Notre Dame,Oberlin,6,0,ACC,North Coast,8,d1
Syracuse,Temple,1,2,ACC,AAC,8,d1
North Carolina,FGCU,3,0,ACC,Atlantic Sun,8,d1
Duke,Elon,3,0,ACC,CAA,8,d1
California,Portland,0,2,Pac-12,WCC,8,d1
Fordham,Hofstra,1,1,A10,CAA,8,d1
Saint Louis,Central Arkansas,3,1,A10,Atlantic Sun,8,d1
Michigan,Michigan State,0,0,Big Ten,Big Ten,8,d1
Bellarmine,Wright State,1,0,Atlantic Sun,Horizon,8,d1
Boston College,Yale,0,1,ACC,Ivy,8,d1
Butler,Wisconsin-Milwaukee,2,2,Big East,Horizon,8,d1
College of Charleston,Georgia Southern,5,1,CAA,Sun Belt,8,d1
Connecticut,Assumption,1,1,Big East,Northeast-10,8,d1
Cornell,Colgate,3,1,Ivy,Patriot,8,d1
Dayton,Northern Kentucky,2,1,A10,Horizon,8,d1
Delaware,NJIT,2,1,CAA,Am East,8,d1
Drake,St. Thomas (Minn.),2,0,MVC,Summit,8,d1
Drexel,Lehigh,4,0,CAA,Patriot,8,d1
Gardner-Webb,East Tennessee State,0,1,Big South,Southern,8,d1
Harvard,Boston University,1,1,Ivy,Patriot,8,d1
Lafayette,La Salle,0,1,Patriot,A10,8,d1
Lipscomb,Belmont,4,2,Atlantic Sun,MVC,8,d1
Louisville,Ohio State,2,2,ACC,Big Ten,8,d1
Maryland,Villanova,6,4,Big Ten,Big East,8,d1
Massachusetts-Lowell,Brown,1,2,Am East,Ivy,8,d1
NC State,American,1,2,ACC,Patriot,8,d1
Northeastern,Bryant,0,1,CAA,Am East,8,d1
Penn,Monmouth,1,1,Ivy,CAA,8,d1
Rhode Island,Maine-Fort Kent,8,1,A10,Independent,8,d1
Seton Hall,Princeton,3,1,Big East,Ivy,8,d1
UNC Wilmington,UNC Greensboro,2,0,CAA,Southern,8,d1
Virginia Tech,William & Mary,1,1,ACC,CAA,8,d1
Western Illinois,IUPUI,1,2,Summit,Horizon,8,d1
Cal State Fullerton,UC Irvine,1,2,Big West,Big West,8,d1
Missouri State,Omaha,2,1,MVC,Summit,8,d1
Fairfield,Manhattan,1,2,MAAC,MAAC,8,d1
High Point,Presbyterian,1,0,Big South,Big South,8,d1
Indiana,Evansville,2,0,Big Ten,MVC,8,d1
Longwood,Winthrop,1,1,Big South,Big South,8,d1
Marist,Quinnipiac,1,0,MAAC,MAAC,8,d1
Niagara,Saint Peter's,0,0,MAAC,MAAC,8,d1
Radford,USC Upstate,2,0,Big South,Big South,8,d1
Rider,Iona University,3,5,MAAC,MAAC,8,d1
Sacramento State,Cal Poly,0,0,Big West,Big West,8,d1
Siena College,Canisius,3,1,MAAC,MAAC,8,d1
St. Bonaventure,Duquesne,2,0,A10,A10,8,d1
Stetson,Embry-Riddle (Fla.),1,4,Atlantic Sun,Sunshine State,8,d1
Stony Brook,Le Moyne,3,3,CAA,Northeast,8,d1
UAB,Purdue Fort Wayne,1,3,AAC,Horizon,8,d1
UC Davis,CSUN,1,1,Big West,Big West,8,d1
UC Riverside,UC San Diego,2,5,Big West,Big West,8,d1
UC Santa Barbara,CSU Bakersfield,0,1,Big West,Big West,8,d1
