Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week,Division
Abilene Christian,Grand Canyon,1,1,WAC,WAC,10,d1
Air Force,Fresno State,2,4,Mountain West,Mountain West,10,d1
Appalachian State,Southern Mississippi,1,0,Sun Belt,Sun Belt,10,d1
Boise State,Nevada,1,2,Mountain West,Mountain West,10,d1
Bowling Green,Central Michigan,1,5,MAC,MAC,10,d1
Bryant,Chicago State,2,5,Am East,Indep.,10,d1
Buffalo,Toledo,3,0,MAC,MAC,10,d1
Butler,Seton Hall,2,2,Big East,Big East,10,d1
CSU Bakersfield,UC Irvine,5,1,Big West,Big West,10,d1
California,Oregon,1,8,Pac-12,Pac-12,10,d1
Campbell,Elon,1,1,CAA,CAA,10,d1
Connecticut,Villanova,0,4,Big East,Big East,10,d1
DePaul,Creighton,1,1,Big East,Big East,10,d1
Delaware,Hampton University,1,9,CAA,CAA,10,d1
Drexel,UNC Wilmington,2,0,CAA,CAA,10,d1
Eastern Michigan,Akron,2,1,MAC,MAC,10,d1
Evansville,Indiana State,2,2,MVC,MVC,10,d1
Florida,Auburn,1,0,SEC,SEC,10,d1
George Mason,St. Bonaventure,3,1,A10,A10,10,d1
George Washington,Davidson,2,3,A10,A10,10,d1
Georgia,Kentucky,1,0,SEC,SEC,10,d1
Georgia Southern,Marshall,4,1,Sun Belt,Sun Belt,10,d1
Georgia State,James Madison,0,0,Sun Belt,Sun Belt,10,d1
Illinois State,UIC,1,4,MVC,MVC,10,d1
Kent State,Western Michigan,2,0,MAC,MAC,10,d1
La Salle,Loyola-Chicago,0,0,A10,A10,10,d1
Lindenwood,Eastern Illinois,2,0,OVC,OVC,10,d1
Little Rock,Western Illinois,1,0,OVC,OVC,10,d1
Louisiana,Arkansas State,1,3,Sun Belt,Sun Belt,10,d1
Louisiana-Monroe,Troy,3,0,Sun Belt,Sun Belt,10,d1
Marquette,Georgetown,5,0,Big East,Big East,10,d1
Massachusetts,Saint Joseph's,0,2,A10,A10,10,d1
Miami (OH),Ohio University,0,1,MAC,MAC,10,d1
Michigan,Iowa,1,1,Big Ten,Big Ten,10,d1
Mississippi,Alabama,1,0,SEC,SEC,10,d1
Mississippi State,Vanderbilt,0,0,SEC,SEC,10,d1
Missouri,Tennessee,2,3,SEC,SEC,10,d1
Missouri State,Southern Illinois,0,2,MVC,MVC,10,d1
Monmouth,Hofstra,2,0,CAA,CAA,10,d1
Montana,Sacramento State,2,0,Big Sky,Big Sky,10,d1
Morehead State,Tennessee Tech,2,1,OVC,OVC,10,d1
Murray State,Drake,2,1,MVC,MVC,10,d1
NC State,Syracuse,0,2,ACC,ACC,10,d1
New Mexico,Colorado State,2,3,Mountain West,Mountain West,10,d1
North Dakota State,Denver,0,1,Summit,Summit,10,d1
North Texas,Charlotte,2,1,AAC,AAC,10,d1
Northeastern,Stony Brook,0,0,CAA,CAA,10,d1
Northern Illinois,Ball State,0,1,MAC,MAC,10,d1
Northwestern,Minnesota,3,0,Big Ten,Big Ten,10,d1
Ohio State,Rutgers,1,0,Big Ten,Big Ten,10,d1
Oral Roberts,South Dakota State,1,1,Summit,Summit,10,d1
Rice,South Florida,1,1,AAC,AAC,10,d1
Richmond,Rhode Island,1,0,A10,A10,10,d1
SMU,East Carolina,0,1,AAC,AAC,10,d1
San Diego State,Wyoming,1,5,Mountain West,Mountain West,10,d1
San Jose State,Colorado College,2,1,Mountain West,Mountain West,10,d1
Seattle,Southern Utah,4,0,WAC,WAC,10,d1
Southern Indiana,Southeast Missouri State,0,0,OVC,OVC,10,d1
St. Thomas (Minn.),North Dakota,0,0,Summit,Summit,10,d1
Stonehill,Merrimack,5,0,Northeast,Northeast,10,d1
Tarleton State,California Baptist,3,1,WAC,WAC,10,d1
Texas State,Old Dominion,2,1,Sun Belt,Sun Belt,10,d1
Tulsa,Temple,5,0,AAC,AAC,10,d1
UC Davis,Cal Poly,0,1,Big West,Big West,10,d1
UC San Diego,CSUN,5,3,Big West,Big West,10,d1
UMKC,South Dakota,2,0,Summit,Summit,10,d1
UT Martin,SIUE,0,0,OVC,OVC,10,d1
UTSA,Florida Atlantic,0,0,AAC,AAC,10,d1
Utah State,UNLV,2,0,Mountain West,Mountain West,10,d1
Utah Valley,Utah Tech,0,7,WAC,WAC,10,d1
VCU,Fordham,3,1,A10,A10,10,d1
Valparaiso,Northern Iowa,0,2,MVC,MVC,10,d1
Virginia,Miami (FL),0,1,ACC,ACC,10,d1
Virginia Tech,Duke,1,0,ACC,ACC,10,d1
Wagner,Fairleigh Dickinson,1,2,Northeast,Northeast,10,d1
Wake Forest,Boston College,1,1,ACC,ACC,10,d1
Washington,Utah,3,1,Pac-12,Pac-12,10,d1
William & Mary,Towson,3,0,CAA,CAA,10,d1
Alabama A&M,Prairie View A&M,0,2,SWAC,SWAC,10,d1
Alabama State,Texas Southern,1,2,SWAC,SWAC,10,d1
Arkansas Pine Bluff,Southern University,1,0,SWAC,SWAC,10,d1
Eastern Washington,Northern Arizona,1,0,Big Sky,Big Sky,10,d1
Grambling State,Jackson State,2,1,SWAC,SWAC,10,d1
Hawaii,UC Santa Barbara,0,1,Big West,Big West,10,d1
Holy Cross,Navy,0,3,Patriot,Patriot,10,d1
Idaho,Northern Colorado,4,1,Big Sky,Big Sky,10,d1
Incarnate Word,McNeese State,2,0,Southland,Southland,10,d1
Texas A&M-Commerce,Nicholls,3,0,Southland,Southland,10,d1
Texas A&M-Corpus Christi,Lamar,1,0,Southland,Southland,10,d1
Cornell,Brown,1,2,Ivy,Ivy,10,d1
Santa Clara,Loyola Marymount,2,0,WCC,WCC,10,d1
Army,Colgate,0,2,Patriot,Patriot,10,d1
Bellarmine,Eastern Kentucky,1,0,Atlantic Sun,Atlantic Sun,10,d1
Boston University,American,0,4,Patriot,Patriot,10,d1
Bucknell,Lafayette,0,2,Patriot,Patriot,10,d1
Central Arkansas,North Alabama,0,0,Atlantic Sun,Atlantic Sun,10,d1
Charleston Southern,UNC Asheville,1,0,Big South,Big South,10,d1
Cleveland State,Wright State,1,3,Horizon,Horizon,10,d1
Columbia,Yale,4,0,Ivy,Ivy,10,d1
Dartmouth,Princeton,0,2,Ivy,Ivy,10,d1
Harvard,Penn,0,1,Ivy,Ivy,10,d1
Iona University,Fairfield,6,1,MAAC,MAAC,10,d1
Jacksonville,North Florida,0,1,Atlantic Sun,Atlantic Sun,10,d1
Lehigh,Loyola (MD),1,0,Patriot,Patriot,10,d1
Liberty,Western Kentucky,0,1,C-USA,C-USA,10,d1
Lipscomb,Austin Peay,0,4,Atlantic Sun,Atlantic Sun,10,d1
Marist,Canisius,0,0,MAAC,MAAC,10,d1
Mount St. Mary's,Siena College,2,0,MAAC,MAAC,10,d1
Niagara,Rider,4,0,MAAC,MAAC,10,d1
Northern Kentucky,Detroit Mercy,3,1,Horizon,Horizon,10,d1
Oakland,Wisconsin-Milwaukee,0,0,Horizon,Horizon,10,d1
Queens (N.C.),Kennesaw State,3,1,Atlantic Sun,Atlantic Sun,10,d1
Quinnipiac,Saint Peter's,8,0,MAAC,MAAC,10,d1
Radford,Gardner-Webb,0,1,Big South,Big South,10,d1
Robert Morris,IUPUI,1,0,Horizon,Horizon,10,d1
San Francisco,San Diego,0,3,WCC,WCC,10,d1
St. Mary's (CA),Pacific,2,0,WCC,WCC,10,d1
Stetson,FGCU,0,2,Atlantic Sun,Atlantic Sun,10,d1
USC Upstate,Presbyterian,4,0,Big South,Big South,10,d1
Winthrop,Longwood,1,2,Big South,Big South,10,d1
Wisconsin-Green Bay,Youngstown State,0,2,Horizon,Horizon,10,d1
Duke,Florida State,0,4,ACC,ACC,10,d1
Arizona State,UCLA,1,0,Pac-12,Pac-12,10,d1
Memphis,Temple,4,0,AAC,AAC,10,d1
Stanford,Oregon,0,2,Pac-12,Pac-12,10,d1
Arizona,USC,1,1,Pac-12,Pac-12,10,d1
North Carolina,Syracuse,1,6,ACC,ACC,10,d1
Penn State,Wisconsin,1,0,Big Ten,Big Ten,10,d1
Clemson,Pittsburgh,0,1,ACC,ACC,10,d1
NC State,Notre Dame,0,1,ACC,ACC,10,d1
Arkansas,Mississippi,5,1,SEC,SEC,10,d1
Saint Joseph's,Saint Louis,3,0,A10,A10,10,d1
Illinois,Nebraska,4,2,Big Ten,Big Ten,10,d1
Washington,Colorado,1,1,Pac-12,Pac-12,10,d1
Maryland,Indiana,0,2,Big Ten,Big Ten,10,d1
Michigan State,Iowa,0,3,Big Ten,Big Ten,10,d1
South Carolina,Georgia,0,4,SEC,SEC,10,d1
Creighton,Xavier,1,0,Big East,Big East,10,d1
South Alabama,Texas State,4,0,Sun Belt,Sun Belt,10,d1
Abilene Christian,California Baptist,0,3,WAC,WAC,10,d1
Akron,Miami (OH),0,2,MAC,MAC,10,d1
Alabama,Mississippi State,0,2,SEC,SEC,10,d1
Alabama A&M,Texas Southern,2,6,SWAC,SWAC,10,d1
Alabama State,Prairie View A&M,1,1,SWAC,SWAC,10,d1
Arkansas Pine Bluff,Jackson State,1,0,SWAC,SWAC,10,d1
Arkansas State,Appalachian State,1,2,Sun Belt,Sun Belt,10,d1
Auburn,LSU,0,3,SEC,SEC,10,d1
Ball State,Bowling Green,2,1,MAC,MAC,10,d1
Belmont,Drake,3,2,MVC,MVC,10,d1
Binghamton,Maine,2,2,Am East,Am East,10,d1
CSUN,UC Irvine,0,0,Big West,Big West,10,d1
Cal State Fullerton,Long Beach State,3,0,Big West,Big West,10,d1
California,Oregon State,0,3,Pac-12,Pac-12,10,d1
Central Michigan,Northern Illinois,1,0,MAC,MAC,10,d1
Colorado State,San Diego State,3,2,Mountain West,Mountain West,10,d1
Davidson,La Salle,2,0,A10,A10,10,d1
DePaul,Villanova,0,1,Big East,Big East,10,d1
Delaware,UNC Wilmington,0,0,CAA,CAA,10,d1
Delaware State,LIU,2,0,Northeast,Northeast,10,d1
Drexel,Hampton University,1,8,CAA,CAA,10,d1
Duquesne,Richmond,3,0,A10,A10,10,d1
East Tennessee State,Western Carolina,1,2,Southern,Southern,10,d1
Eastern Illinois,Southern Indiana,1,2,OVC,OVC,10,d1
Eastern Washington,Northern Colorado,4,0,Big Sky,Big Sky,10,d1
Elon,College of Charleston,3,0,CAA,CAA,10,d1
Evansville,Missouri State,0,3,MVC,MVC,10,d1
Florida International,Louisiana Tech,1,2,C-USA,C-USA,10,d1
Fordham,Massachusetts,2,0,A10,A10,10,d1
Fresno State,Colorado College,5,0,Mountain West,Mountain West,10,d1
Georgetown,Butler,2,4,Big East,Big East,10,d1
Grambling State,Southern University,1,1,SWAC,SWAC,10,d1
Hawaii,Cal Poly,1,2,Big West,Big West,10,d1
Idaho,Northern Arizona,1,0,Big Sky,Big Sky,10,d1
Indiana State,Murray State,1,1,MVC,MVC,10,d1
James Madison,Georgia Southern,1,2,Sun Belt,Sun Belt,10,d1
Kentucky,Missouri,1,0,SEC,SEC,10,d1
Le Moyne,Fairleigh Dickinson,2,1,Northeast,Northeast,10,d1
Loyola-Chicago,VCU,2,2,A10,A10,10,d1
Marquette,St. John's,3,0,Big East,Big East,10,d1
Marshall,Coastal Carolina,1,0,Sun Belt,Sun Belt,10,d1
Massachusetts-Lowell,Albany,2,1,Am East,Am East,10,d1
Merrimack,Howard,3,2,Northeast,Northeast,10,d1
Middle Tennessee,Jacksonville State,3,0,C-USA,C-USA,10,d1
Monmouth,Campbell,3,0,CAA,CAA,10,d1
Montana,Portland State,1,0,Big Sky,Big Sky,10,d1
New Hampshire,UMBC,0,0,Am East,Am East,10,d1
New Mexico,Wyoming,2,2,Mountain West,Mountain West,10,d1
New Mexico State,Sam Houston State,0,0,C-USA,C-USA,10,d1
North Dakota,Denver,3,3,Summit,Summit,10,d1
North Texas,East Carolina,2,2,AAC,AAC,10,d1
Northern Iowa,Illinois State,8,1,MVC,MVC,10,d1
Northwestern State,Houston Christian,1,2,Southland,Southland,10,d1
Ohio State,Michigan,4,1,Big Ten,Big Ten,10,d1
Ohio University,Eastern Michigan,1,0,MAC,MAC,10,d1
Old Dominion,Georgia State,0,0,Sun Belt,Sun Belt,10,d1
Oral Roberts,South Dakota,1,5,Summit,Summit,10,d1
Pepperdine,Portland,1,3,WCC,WCC,10,d1
Providence,Connecticut,2,1,Big East,Big East,10,d1
Purdue,Minnesota,3,1,Big Ten,Big Ten,10,d1
Rhode Island,Dayton,1,0,A10,A10,10,d1
Rice,Florida Atlantic,0,1,AAC,AAC,10,d1
Rutgers,Northwestern,1,2,Big Ten,Big Ten,10,d1
SIUE,Morehead State,2,0,OVC,OVC,10,d1
SMU,Charlotte,1,0,AAC,AAC,10,d1
Samford,UT Chattanooga,0,2,Southern,Southern,10,d1
San Jose State,Air Force,2,1,Mountain West,Mountain West,10,d1
Seattle,Utah Tech,0,4,WAC,WAC,10,d1
Southeast Missouri State,UT Martin,0,0,OVC,OVC,10,d1
Southeastern Louisiana,Nicholls,0,2,Southland,Southland,10,d1
Southern Mississippi,Louisiana-Monroe,2,2,Sun Belt,Sun Belt,10,d1
St. Bonaventure,George Washington,3,2,A10,A10,10,d1
St. Francis (Pa.),Sacred Heart,3,2,Northeast,Northeast,10,d1
St. Thomas (Minn.),Omaha,4,0,Summit,Summit,10,d1
Stonehill,Central Connecticut,1,1,Northeast,Northeast,10,d1
Tarleton State,Grand Canyon,3,1,WAC,WAC,10,d1
Tennessee,Texas A&M,4,3,SEC,SEC,10,d1
Tennessee Tech,Little Rock,1,2,OVC,OVC,10,d1
Texas A&M-Commerce,Incarnate Word,1,1,Southland,Southland,10,d1
Texas A&M-Corpus Christi,McNeese State,2,0,Southland,Southland,10,d1
The Citadel,Mercer,2,0,Southern,Southern,10,d1
Toledo,Kent State,1,4,MAC,MAC,10,d1
Towson,Hofstra,0,2,CAA,CAA,10,d1
Troy,Louisiana,1,0,Sun Belt,Sun Belt,10,d1
Tulsa,UAB,4,2,AAC,AAC,10,d1
UC Davis,UC Santa Barbara,0,1,Big West,Big West,10,d1
UC San Diego,UC Riverside,0,0,Big West,Big West,10,d1
UIC,Valparaiso,1,0,MVC,MVC,10,d1
UMKC,South Dakota State,0,0,Summit,Summit,10,d1
UNC Greensboro,VMI,5,1,Southern,Southern,10,d1
UNLV,Boise State,0,1,Mountain West,Mountain West,10,d1
UTRGV,Stephen F. Austin,1,1,WAC,WAC,10,d1
UTSA,South Florida,1,0,AAC,AAC,10,d1
Utah State,Nevada,1,2,Mountain West,Mountain West,10,d1
Vanderbilt,Florida,3,3,SEC,SEC,10,d1
Vermont,NJIT,2,3,Am East,Am East,10,d1
Virginia,Boston College,1,1,ACC,ACC,10,d1
Virginia Tech,Miami (FL),0,3,ACC,ACC,10,d1
Wake Forest,Louisville,0,1,ACC,ACC,10,d1
Washington State,Utah,1,1,Pac-12,Pac-12,10,d1
Weber State,Idaho State,0,3,Big Sky,Big Sky,10,d1
Western Illinois,Lindenwood,1,2,OVC,OVC,10,d1
Western Michigan,Buffalo,1,4,MAC,MAC,10,d1
William & Mary,Northeastern,2,1,CAA,CAA,10,d1
Wofford,Furman,1,1,Southern,Southern,10,d1
