Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference
Bellarmine,Eastern Kentucky,1,0,Atlantic Sun,Atlantic Sun
Boston University,American,0,4,Patriot,Patriot
Bucknell,Lafayette,0,2,Patriot,Patriot
Central Arkansas,North Alabama,0,0,Atlantic Sun,Atlantic Sun
Charleston Southern,UNC Asheville,1,0,Big South,Big South
Cleveland State,Wright State,1,3,Horizon,Horizon
Columbia,Yale,4,0,Ivy,Ivy
Dartmouth,Princeton,0,2,Ivy,Ivy
Harvard,Penn,0,1,Ivy,Ivy
Iona University,Fairfield,6,1,MAAC,MAAC
Jacksonville,North Florida,0,1,Atlantic Sun,Atlantic Sun
Lehigh,Loyola (MD),1,0,Patriot,Patriot
Liberty,Western Kentucky,0,1,C-USA,C-USA
Lipscomb,Austin Peay,0,4,Atlantic Sun,Atlantic Sun
Marist,Canisius,0,0,MAAC,MAAC
Mount St. Mary's,Siena College,2,0,MAAC,MAAC
Niagara,Rider,4,0,MAAC,MAAC
Northern Kentucky,Detroit Mercy,3,1,Horizon,Horizon
Oakland,Wisconsin-Milwaukee,0,0,Horizon,Horizon
Queens (N.C.),Kennesaw State,3,1,Atlantic Sun,Atlantic Sun
Quinnipiac,Saint Peter's,8,0,MAAC,MAAC
Radford,Gardner-Webb,0,1,Big South,Big South
Robert Morris,IUPUI,1,0,Horizon,Horizon
San Francisco,San Diego,0,3,WCC,WCC
St. Mary's (CA),Pacific,2,0,WCC,WCC
Stetson,FGCU,0,2,Atlantic Sun,Atlantic Sun
USC Upstate,Presbyterian,4,0,Big South,Big South
Winthrop,Longwood,1,2,Big South,Big South
Wisconsin-Green Bay,Youngstown State,0,2,Horizon,Horizon
Duke,Florida State,0,4,ACC,ACC
Arizona State,UCLA,1,0,Pac-12,Pac-12
Memphis,Temple,4,0,AAC,AAC
Stanford,Oregon,0,2,Pac-12,Pac-12
Arizona,USC,1,1,Pac-12,Pac-12
North Carolina,Syracuse,1,6,ACC,ACC
Penn State,Wisconsin,1,0,Big Ten,Big Ten
Clemson,Pittsburgh,0,1,ACC,ACC
NC State,Notre Dame,0,1,ACC,ACC
Arkansas,Mississippi,5,1,SEC,SEC
Saint Joseph's,Saint Louis,3,0,A10,A10
Illinois,Nebraska,4,2,Big Ten,Big Ten
Washington,Colorado,1,1,Pac-12,Pac-12
Maryland,Indiana,0,2,Big Ten,Big Ten
Michigan State,Iowa,0,3,Big Ten,Big Ten
South Carolina,Georgia,0,4,SEC,SEC
Creighton,Xavier,1,0,Big East,Big East
South Alabama,Texas State,4,0,Sun Belt,Sun Belt
Abilene Christian,California Baptist,0,3,WAC,WAC
Akron,Miami (OH),0,2,MAC,MAC
Alabama,Mississippi State,0,2,SEC,SEC
Alabama A&M,Texas Southern,2,6,SWAC,SWAC
Alabama State,Prairie View A&M,1,1,SWAC,SWAC
Arkansas Pine Bluff,Jackson State,1,0,SWAC,SWAC
Arkansas State,Appalachian State,1,2,Sun Belt,Sun Belt
Auburn,LSU,0,3,SEC,SEC
Ball State,Bowling Green,2,1,MAC,MAC
Belmont,Drake,3,2,MVC,MVC
Binghamton,Maine,2,2,Am East,Am East
CSUN,UC Irvine,0,0,Big West,Big West
Cal State Fullerton,Long Beach State,3,0,Big West,Big West
California,Oregon State,0,3,Pac-12,Pac-12
Central Michigan,Northern Illinois,1,0,MAC,MAC
Colorado State,San Diego State,3,2,Mountain West,Mountain West
Davidson,La Salle,2,0,A10,A10
DePaul,Villanova,0,1,Big East,Big East
Delaware,UNC Wilmington,0,0,CAA,CAA
Delaware State,LIU,2,0,Northeast,Northeast
Drexel,Hampton University,1,8,CAA,CAA
Duquesne,Richmond,3,0,A10,A10
East Tennessee State,Western Carolina,1,2,Southern,Southern
Eastern Illinois,Southern Indiana,1,2,OVC,OVC
Eastern Washington,Northern Colorado,4,0,Big Sky,Big Sky
Elon,College of Charleston,3,0,CAA,CAA
Evansville,Missouri State,0,3,MVC,MVC
Florida International,Louisiana Tech,1,2,C-USA,C-USA
Fordham,Massachusetts,2,0,A10,A10
Fresno State,Colorado College,5,0,Mountain West,Mountain West
Georgetown,Butler,2,4,Big East,Big East
Grambling State,Southern University,1,1,SWAC,SWAC
Hawaii,Cal Poly,1,2,Big West,Big West
Idaho,Northern Arizona,1,0,Big Sky,Big Sky
Indiana State,Murray State,1,1,MVC,MVC
James Madison,Georgia Southern,1,2,Sun Belt,Sun Belt
Kentucky,Missouri,1,0,SEC,SEC
Le Moyne,Fairleigh Dickinson,2,1,Northeast,Northeast
Loyola-Chicago,VCU,2,2,A10,A10
Marquette,St. John's,3,0,Big East,Big East
Marshall,Coastal Carolina,1,0,Sun Belt,Sun Belt
Massachusetts-Lowell,Albany,2,1,Am East,Am East
Merrimack,Howard,3,2,Northeast,Northeast
Middle Tennessee,Jacksonville State,3,0,C-USA,C-USA
Monmouth,Campbell,3,0,CAA,CAA
Montana,Portland State,1,0,Big Sky,Big Sky
New Hampshire,UMBC,0,0,Am East,Am East
New Mexico,Wyoming,2,2,Mountain West,Mountain West
New Mexico State,Sam Houston State,0,0,C-USA,C-USA
North Dakota,Denver,3,3,Summit,Summit
North Texas,East Carolina,2,2,AAC,AAC
Northern Iowa,Illinois State,8,1,MVC,MVC
Northwestern State,Houston Christian,1,2,Southland,Southland
Ohio State,Michigan,4,1,Big Ten,Big Ten
Ohio University,Eastern Michigan,1,0,MAC,MAC
Old Dominion,Georgia State,0,0,Sun Belt,Sun Belt
Oral Roberts,South Dakota,1,5,Summit,Summit
Pepperdine,Portland,1,3,WCC,WCC
Providence,Connecticut,2,1,Big East,Big East
Purdue,Minnesota,3,1,Big Ten,Big Ten
Rhode Island,Dayton,1,0,A10,A10
Rice,Florida Atlantic,0,1,AAC,AAC
Rutgers,Northwestern,1,2,Big Ten,Big Ten
SIUE,Morehead State,2,0,OVC,OVC
SMU,Charlotte,1,0,AAC,AAC
Samford,UT Chattanooga,0,2,Southern,Southern
San Jose State,Air Force,2,1,Mountain West,Mountain West
Seattle,Utah Tech,0,4,WAC,WAC
Southeast Missouri State,UT Martin,0,0,OVC,OVC
Southeastern Louisiana,Nicholls,0,2,Southland,Southland
Southern Mississippi,Louisiana-Monroe,2,2,Sun Belt,Sun Belt
St. Bonaventure,George Washington,3,2,A10,A10
St. Francis (Pa.),Sacred Heart,3,2,Northeast,Northeast
St. Thomas (Minn.),Omaha,4,0,Summit,Summit
Stonehill,Central Connecticut,1,1,Northeast,Northeast
Tarleton State,Grand Canyon,3,1,WAC,WAC
Tennessee,Texas A&M,4,3,SEC,SEC
Tennessee Tech,Little Rock,1,2,OVC,OVC
Texas A&M-Commerce,Incarnate Word,1,1,Southland,Southland
Texas A&M-Corpus Christi,McNeese State,2,0,Southland,Southland
The Citadel,Mercer,2,0,Southern,Southern
Toledo,Kent State,1,4,MAC,MAC
Towson,Hofstra,0,2,CAA,CAA
Troy,Louisiana,1,0,Sun Belt,Sun Belt
Tulsa,UAB,4,2,AAC,AAC
UC Davis,UC Santa Barbara,0,1,Big West,Big West
UC San Diego,UC Riverside,0,0,Big West,Big West
UIC,Valparaiso,1,0,MVC,MVC
UMKC,South Dakota State,0,0,Summit,Summit
UNC Greensboro,VMI,5,1,Southern,Southern
UNLV,Boise State,0,1,Mountain West,Mountain West
UTRGV,Stephen F. Austin,1,1,WAC,WAC
UTSA,South Florida,1,0,AAC,AAC
Utah State,Nevada,1,2,Mountain West,Mountain West
Vanderbilt,Florida,3,3,SEC,SEC
Vermont,NJIT,2,3,Am East,Am East
Virginia,Boston College,1,1,ACC,ACC
Virginia Tech,Miami (FL),0,3,ACC,ACC
Wake Forest,Louisville,0,1,ACC,ACC
Washington State,Utah,1,1,Pac-12,Pac-12
Weber State,Idaho State,0,3,Big Sky,Big Sky
Western Illinois,Lindenwood,1,2,OVC,OVC
Western Michigan,Buffalo,1,4,MAC,MAC
William & Mary,Northeastern,2,1,CAA,CAA
Wofford,Furman,1,1,Southern,Southern
