Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference
Delaware State,Central Connecticut,5,0,Northeast,Northeast
Drexel,Monmouth,0,1,CAA,CAA
Eastern Kentucky,Jacksonville,0,0,Atlantic Sun,Atlantic Sun
Eastern Michigan,Buffalo,3,3,MAC,MAC
Evansville,Belmont,1,1,MVC,MVC
FGCU,Queens (N.C.),1,1,Atlantic Sun,Atlantic Sun
Fairleigh Dickinson,St. Francis (Pa.),0,2,Northeast,Northeast
Fordham,Davidson,0,1,A10,A10
George Mason,Rhode Island,3,0,A10,A10
George Washington,Dayton,1,4,A10,A10
Grambling State,Alabama A&M,4,0,SWAC,SWAC
Hampton University,Towson,3,0,CAA,CAA
Hawaii,UC Irvine,0,1,Big West,Big West
Hofstra,Northeastern,1,0,CAA,CAA
Houston,West Virginia,2,1,Big 12,Big 12
Houston Christian,McNeese State,2,1,Southland,Southland
Howard,Stonehill,1,1,Northeast,Northeast
Idaho,Montana,2,0,Big Sky,Big Sky
Idaho State,Northern Arizona,4,1,Big Sky,Big Sky
Illinois State,Southern Illinois,0,1,MVC,MVC
Incarnate Word,Texas A&M-Corpus Christi,1,3,Southland,Southland
Iowa,Rutgers,1,0,Big Ten,Big Ten
Kansas State,Baylor,2,0,Big 12,Big 12
Le Moyne,Wagner,1,0,Northeast,Northeast
Lehigh,Army,1,0,Patriot,Patriot
Lipscomb,Central Arkansas,0,1,Atlantic Sun,Atlantic Sun
Little Rock,Lindenwood,1,2,OVC,OVC
Louisiana-Monroe,South Alabama,1,1,Sun Belt,Sun Belt
Maine,UMBC,2,2,Am East,Am East
Manhattan,Marist,1,0,MAAC,MAAC
Massachusetts,Loyola-Chicago,1,4,A10,A10
Mercer,East Tennessee State,0,1,Southern,Southern
Merrimack,Sacred Heart,1,0,Northeast,Northeast
Miami (OH),Kent State,0,1,MAC,MAC
Michigan,Maryland,4,0,Big Ten,Big Ten
Navy,Boston University,3,2,Patriot,Patriot
Nevada,San Jose State,2,0,Mountain West,Mountain West
New Mexico,Air Force,2,1,Mountain West,Mountain West
Nicholls,Texas A&M-Commerce,1,2,Southland,Southland
Northern Colorado,Weber State,0,0,Big Sky,Big Sky
Northern Iowa,Indiana State,2,0,MVC,MVC
Northwestern,Nebraska,3,2,Big Ten,Big Ten
Ohio State,Illinois,2,1,Big Ten,Big Ten
Ohio University,Bowling Green,2,0,MAC,MAC
Oklahoma,UCF,2,1,Big 12,Big 12
Omaha,Denver,0,0,Summit,Summit
Oregon,Utah,4,2,Pac-12,Pac-12
Portland State,Sacramento State,1,0,Big Sky,Big Sky
Prairie View A&M,Alcorn State,1,2,SWAC,SWAC
Providence,Creighton,1,3,Big East,Big East
Richmond,St. Bonaventure,2,1,A10,A10
SIUE,Southeast Missouri State,1,0,OVC,OVC
Saint Joseph's,La Salle,2,0,A10,A10
Sam Houston State,Louisiana Tech,1,2,C-USA,C-USA
San Diego State,Colorado College,3,1,Mountain West,Mountain West
Seattle,Stephen F. Austin,2,0,WAC,WAC
Seton Hall,Xavier,1,1,Big East,Big East
South Dakota State,North Dakota,1,3,Summit,Summit
Southeastern Louisiana,Lamar,0,1,Southland,Southland
Southern Indiana,Morehead State,2,1,OVC,OVC
Southern Utah,California Baptist,0,2,WAC,WAC
St. John's,Villanova,0,2,Big East,Big East
St. Thomas (Minn.),North Dakota State,0,0,Summit,Summit
Stetson,Kennesaw State,0,1,Atlantic Sun,Atlantic Sun
TCU,Oklahoma State,1,0,Big 12,Big 12
Tennessee Tech,Eastern Illinois,3,1,OVC,OVC
Texas Southern,Mississippi Valley,5,0,SWAC,SWAC
Toledo,Central Michigan,1,0,MAC,MAC
UC Davis,UC San Diego,1,3,Big West,Big West
UC Santa Barbara,Cal State Fullerton,1,1,Big West,Big West
UIC,Missouri State,3,0,MVC,MVC
UMKC,Oral Roberts,5,2,Summit,Summit
UNC Greensboro,Samford,3,0,Southern,Southern
UNLV,Fresno State,0,0,Mountain West,Mountain West
UT Chattanooga,Furman,1,1,Southern,Southern
UT Martin,Western Illinois,1,1,OVC,OVC
UTEP,Jacksonville State,0,1,C-USA,C-USA
Utah State,Wyoming,2,1,Mountain West,Mountain West
Utah Tech,Grand Canyon,1,1,WAC,WAC
VMI,The Citadel,2,3,Southern,Southern
Valparaiso,Murray State,1,1,MVC,MVC
Vermont,Massachusetts-Lowell,1,6,Am East,Am East
Western Carolina,Wofford,0,5,Southern,Southern
Western Kentucky,Chicago State,0,2,C-USA,Indep.
Western Michigan,Ball State,2,2,MAC,MAC
William & Mary,Stony Brook,4,0,CAA,CAA
Wisconsin,Purdue,2,1,Big Ten,Big Ten
